,county_id,proj_X,proj_Y,new_pct_dem,sex_ratio,pct_black,pct_hisp,pct_bach,median_income,pct_65_over,pct_age_18_29,gini,pct_manuf,ln_pop_den,pct_3rd_party,turn_out,pct_fb,pct_uninsured
2652,48149,-88814.43178611426,756119.8599436671,20.737219451371573,97.2,6.5,21.0,19.7,60189,24.6,11.423571059225965,0.4481,9.6,3.2656704707413082,0.8422842129665487,68.20385791082533,7.6,11.0
2653,48491,-153083.14702390108,842650.3992835563,50.71704688139275,96.9,6.4,24.4,41.3,87337,11.8,14.221956012008677,0.3938,9.9,6.1800632660838035,2.082851271779107,77.85871394844824,12.6,9.3
2654,48233,-479136.7021420953,1434344.0540586654,11.16123062687948,101.9,1.6,23.3,14.0,52524,16.3,14.238193403298352,0.431,18.4,3.1711030998488927,1.4476233899464286,57.07501138507579,4.6,19.1
2655,48343,117497.97264809675,1116744.3262913895,30.120916802021288,90.1,23.3,9.9,14.3,41359,21.5,12.9233007354724,0.4449,17.2,3.862682827888043,0.8233398961875804,60.960174577195865,3.9,15.8
2656,48361,202629.99790216188,785058.2323623613,17.885378274203074,98.5,8.7,7.7,15.5,59399,15.6,14.865170276796439,0.434,16.9,5.396003251570632,1.2529866088792585,58.49449085058665,3.5,15.9
2657,48495,-663488.2603103882,999697.0067830236,16.958787304594978,106.1,5.0,61.0,8.2,60366,11.5,16.766238718698357,0.4091,0.7,2.2374565876987798,0.7055503292568209,43.610256410256405,13.4,20.7
2658,48201,58630.857297302864,753758.9517268689,56.7197896249312,98.8,19.0,42.9,31.5,61705,10.2,17.570109950652412,0.4971,9.4,7.870621501769803,1.3404899263659953,60.643528403427325,26.1,20.2
2659,48053,-208326.9265464863,859329.9867056686,23.10497418667541,97.7,1.8,22.2,25.4,59492,21.9,13.283902858370945,0.4426,5.6,3.817989958824113,1.258243314318075,70.45895096921323,7.0,15.3
2660,48171,-282875.26018146053,809110.2764598726,20.24219247928617,93.7,0.1,23.2,32.2,59155,29.3,10.726028950451642,0.4641,7.6,3.216287058951305,1.0094637223974745,80.97889950441936,10.4,19.4
2661,48113,-72457.3085914246,1077549.3722299358,66.09337803041346,97.3,22.6,40.2,31.5,59607,10.5,18.096351637290415,0.4982,8.3,7.961873699069074,1.5064643546955805,61.02589424613603,24.7,21.0
2662,48311,-252396.10371074727,590343.1983434397,10.331384015594542,114.4,0.0,49.7,28.8,62000,18.3,11.627906976744184,0.4968,2.9,-0.40036556926545896,0.5813953488372103,97.54253308128544,3.1,17.8
2663,48503,-249031.52571686296,1126535.4579097335,12.696463654223967,95.0,2.1,18.7,19.3,50635,20.4,12.208915502328674,0.4402,11.8,2.961943977161048,1.1530525549217183,63.80391853171222,5.8,19.4
2664,48251,-127874.85886267471,1034927.2728480869,23.158723907050014,99.8,3.6,21.4,18.7,64359,13.8,14.865559888046313,0.4098,10.0,5.4265464834861765,1.288530963621215,60.11334896959277,4.2,15.9
2665,48223,40378.23231158649,1120070.2789919015,19.321281319378368,96.4,7.1,16.9,20.1,52078,18.3,13.88751850024667,0.4474,11.5,3.830737458731373,1.1040712627815028,62.155417787655466,7.4,18.5
2666,48357,-428480.9732549498,1480765.4819386292,9.698137443802183,102.5,0.8,54.2,15.6,50464,10.5,16.128713848583555,0.4268,3.3,2.40151646984195,1.3307984790874472,56.296824830538704,21.1,21.1
