"","county_id","pct_dem","pct_bach","sex_ratio","log_pop_den"
"141",13079,26.7251365215952,10.5,111,3.63193545535106
"142",13029,32.1164752418625,33.1,99.4,4.405953277224
"143",13035,28.0308219178082,12.2,114.2,4.8563273340546
"144",13039,34.3138943922819,23.9,106.8,4.35300867317267
"145",13099,47.2378367900756,15.1,86.8,2.99218172246385
"146",13069,29.8959506925575,13,106.2,4.2664789294809
"147",13077,31.9768593731426,30.3,94.9,5.77169396391006
"148",13123,17.9206649960271,20.4,99.6,4.25479681386782
"149",13297,25.1009421265141,21.7,94.3,5.62335539405189
"150",13317,43.3473810957255,13.8,94,3.035781434535
"151",13091,27.0900923384078,14.3,111,3.7237344687486
"152",13129,18.4286855269242,14.7,98,5.07403898974488
"153",13057,30.0559765699075,38.2,96.9,6.34454288663275
"154",13113,46.5592745398989,46.2,94.1,6.3397226317346
"155",13177,27.5158466646544,25.4,99.8,4.40031258302915
"156",13227,16.6321151454125,23.1,98.3,4.90766385562669
"157",13133,36.6439584080315,26.9,96.8,3.75454615574576
"158",13075,29.5875844230493,13.5,91.9,4.29755147730117
"159",13085,15.6509695290859,30.6,99.3,4.74222921587113
"160",13121,73.5254174511559,52.9,93.8,7.56899557562313
"161",16031,15.6226656706862,18.6,103.5,2.21527003618747
"162",16063,21.9861922464153,10.3,110.2,1.49018281941731
"163",16085,42.9871443016034,30.4,102.1,1.05298592819677
"164",16041,10.1045832051676,17.7,105.6,3.00364724973373
"165",16069,32.7359968664316,22.9,97.3,3.84806283742796
"166",16055,27.8970498800904,25.2,97.7,4.78887375374434
"167",16067,19.8336532309661,14.1,99.9,3.30200152686104
"168",16083,26.6124461573339,20.6,97,3.78718813901784
"169",16013,68.8672689367616,35.4,106.2,2.12945236110368
"170",16015,25.6771166560034,27.1,105,1.34968920275513
"171",16023,13.5251798561151,16.2,111.2,0.14292102062114
"172",16047,21.2341504649197,17.2,105.4,3.02695330147408
"173",16001,47.9780128802172,38.5,100.4,6.0654122242666
"174",16007,10.7230392156863,18.9,97.2,1.74362860778338
"175",16011,21.2369329007673,21.2,100,3.07266160848752
"176",16025,22.7134146341463,16.3,90.2,-0.0291214784655497
"177",16035,20.2540415704388,17.9,125.7,1.24878928541387
"178",16051,12.0712209302326,24.7,103.7,3.25028367462031
"179",41039,62.5825562873192,30.5,97,4.39189073090477
"180",51181,54.2062415196744,20.6,93.6,3.1390257557425
"181",51043,43.0201931518876,32.2,103.1,4.39520090721216
"182",51117,42.3361752442591,20.2,94,3.81117586517975
"183",51015,26.0865379987486,22.7,104,4.34901570585254
"184",51075,40.1477388745421,41.8,98.5,4.37122470265803
"185",51113,33.7334333583396,23.4,94.6,3.71044012515768
"186",51161,38.8824484117783,35.6,92.6,5.92297694305739
"187",51025,57.5546845366039,13.6,115.2,3.36815681985514
"188",51131,55.3760193295077,22.6,92.7,3.52889951636442
"189",51163,33.5633316904879,26.7,99,3.62709545899785
"190",51720,29.4977749523204,22.8,87.4,6.24946252430946
"191",51570,33.099454282214,25.5,86,7.71249420202962
"192",51021,15.4876273653566,14.2,126.2,2.87995745837617
"193",51023,27.4051637097937,28.3,96.4,4.11044123309897
"194",51520,30.1958224543081,25.4,88.9,7.15369774511998
"195",51830,70.931437879461,56.8,86.6,7.4926060981338
"196",51035,18.3343010128379,15,101.4,4.13413110530214
"197",6075,87.017831296468,58.1,104.1,9.80460685768245
"198",6067,62.9534156035378,30.9,95.6,7.33298932304719
"199",6017,45.4974924862726,34.3,99.2,4.65947363508978
"200",6053,71.1086289094676,24.7,104,4.8736055437812
"201",6073,61.6490620829989,38.8,101.4,6.65826154083232
"202",6107,46.0072102669747,14.6,100,4.55911028565985
"203",6023,67.2818539781779,30.4,98.8,3.62795340064622
"204",6003,66.1111111111111,34.5,114.2,0.33509325451518
"205",6039,44.0908917900506,14.6,93.2,4.28001672999453
"206",6087,80.9205074265315,40.8,98.1,6.41625729854225
"207",6105,47.2098029475079,19.5,106,1.37655535812904
"208",6065,54.0510125996947,22.3,99.2,5.7990194324739
"209",6071,55.4494742834345,21,99.1,4.67139389778126
"210",6041,83.9032047089601,59.5,95.5,6.16812858079463
"211",6061,46.5950461507606,39.7,95.3,5.54711066491079
"212",6089,33.0436506625252,22.2,96.6,3.84090726966605
"213",6095,65.5099654134216,26.9,99,6.20917759426242
"214",6011,41.5362913567581,15,105.1,2.91668874478419
"215",28029,50.8647798742138,14.5,91.3,3.60198051303361
"216",28049,74.5255393095622,29,87.4,5.60731367515886
"217",28145,17.2345009175776,13.4,96.7,4.22474588586453
"218",28139,19.3874487038334,15.2,93.5,3.8681395158943
"219",28035,44.3066516347238,27.8,90.4,5.07651541071855
"220",28071,43.7464703071376,45.6,93,4.36896830055457
"221",28087,48.6740804106074,23.4,90.8,4.73973623017696
"222",28157,67.4932482199853,13.7,121.6,2.56086310799977
"223",28065,58.6825370944073,14.1,91.6,3.32225277819484
"224",28123,40.7913330193123,11.4,98.4,3.83729464199969
"225",28163,53.2145623547637,13.4,139.5,3.41763586712797
"226",28011,65.5911602209945,23.6,89.2,3.5598085857092
"227",28113,50.4875912408759,16.6,90.1,4.56680744847135
"228",28131,23.2037084728303,15.8,101.3,3.70933109453124
"229",28069,61.7672229353873,14.7,103.6,2.5625179265737
"230",28133,70.7828810020877,15.4,112.7,3.60938659620365
"231",28001,58.1576434290751,17.4,106.6,4.16331238811231
"232",28033,37.8243472908052,25,93.1,5.88750343016371
"233",42045,63.5235648012802,39,92.7,7.99196127638105
"234",42111,21.5702891326022,15.9,109.2,4.23080711356468
"235",29123,18.1866857040871,15.6,95.5,3.19178750969509
"236",29217,21.0090527710311,18.9,95.6,3.20000864352956
"237",29147,29.3578925704878,28.6,98.6,3.23793038073196
"238",29041,22.7464613856469,17.2,99,2.27775780096285
"239",29223,14.4890260631001,9.6,95.4,2.83675538478493
"240",29201,21.4187878096108,16.3,93.7,4.50798962377661
"241",29011,14.0385894876913,19.9,97.3,2.99077986182391
"242",29039,16.5152170777441,13.6,100.6,3.33678724334203
"243",29073,20.4652946439985,19.2,100.9,3.33165808245032
"244",29121,21.4784181959163,16.3,100.9,2.9297291393202
"245",29149,17.6231263383298,14.6,97.9,2.59904336058609
"246",29186,29.0377822969068,19.7,102.9,3.56243274616491
"247",29067,14.6948221000868,10.8,99.8,2.79300399295495
"248",29083,24.6007890287432,15.9,97.1,3.39017175746566
"249",29109,18.2199546485261,16,98.1,4.13150118594584
"250",29169,26.5832681782643,28.3,133,4.553138299192
"251",29215,15.3296408790423,13.5,109.2,3.07792935745022
"252",29027,28.3780517283055,23.1,104,3.96717693766902
"253",29053,26.3936157727966,22.1,110.7,3.43468083964753
"254",29075,19.1922354414527,19.1,93.6,2.60247546571378
"255",51650,71.492652745553,26.9,93.1,7.73718420420355
"256",51191,23.384930732259,22.8,96.7,4.55989574887513
"257",51139,24.3442357512953,13.7,97.7,4.3296370873818
"258",51510,81.9964349376114,63.1,93,9.22058328939757
"259",51013,82.517898826589,75.3,100.1,9.10375181785261
"260",51027,16.0335421297232,11.8,101.2,3.76471398163984
"261",51179,51.674991332931,39.9,101.9,6.26513404058772
"262",51760,84.7368033977459,39.6,90.1,8.20574181186385
"263",51057,49.6973662686079,17.4,82.4,3.72705524438596
"264",51185,16.0764446227929,14.9,98.5,4.38610357153347
"265",51685,66.8564729526042,27.9,109.7,9.09161282892508
"266",51183,56.0245739199366,12.7,149.2,3.13546000479173
"267",51683,62.3404767637852,29.6,100.7,8.25541089751851
"268",51775,40.1215805471125,27.9,86.9,7.42816166821511
"269",51037,37.7853881278539,10.9,96.9,3.22782257453711
"270",51081,57.8506936798062,9.2,170,3.65670636612897
"271",53067,59.6769311548321,35.7,95.8,5.90194347561197
"272",53013,27.5805119735756,25.6,93.2,1.51802207160899
"273",47165,30.3728575504203,28.1,95.7,5.82459268588018
"274",29133,24.9840933191941,11.5,120.8,3.45453894861118
"275",29153,15.6146179401993,11,95.1,2.50034652075612
"276",29017,12.6753422342403,8.9,98.6,2.98143951354186
"277",47169,25.6332320162107,13.8,141.1,4.46514145582024
"278",47027,21.1937716262976,13.9,92.1,3.38178542605679
"279",17163,54.4530783024507,28,93.5,5.96427311466869
"280",17139,25.0830063386659,18.6,96.7,3.74979715599727
"281",17149,18.9866939611054,17.8,97.7,2.91338181955024
"282",17151,20.092807424594,13.1,116.5,2.41966159655308
"283",17173,20.989103101425,16.8,97.3,3.34101278909701
"284",17019,61.7929227304227,45,99.4,5.34837034426379
"285",17013,24.8622842453177,14.2,100.4,2.83716615949648
"286",17053,25.7865333725375,21.4,97.5,3.30631928051134
"287",17089,57.3567579238657,33.1,99.2,6.92142141331032
"288",17093,52.9332907756144,36.2,97.2,5.97151013026114
"289",17009,20.1075713694663,14.1,172.2,3.06950004130981
"290",17121,26.2992675270317,15.2,97.3,4.18118500129155
"291",17125,29.8990811869257,16,97,3.18585881201881
"292",17075,21.0953935437069,15.9,95.4,3.21275405879687
"293",17025,16.7061260728026,15,99.7,3.3445253252071
"294",17059,23.5516849678152,10.9,94.7,2.73431616520059
"295",17133,31.7174448360774,35,96.6,4.45203169659491
"296",17181,29.5080091533181,21.7,100.6,3.69450617775799
"297",17201,51.2788491558395,22.9,95.4,6.30576168969629
"298",17153,34.4015444015444,12.5,97.3,3.30706072857848
"299",17169,27.8052590471231,20.4,109.9,2.7548662705058
"300",17045,23.3539603960396,17.2,96.3,3.32884424840615
"301",17007,43.1606960081883,23.5,100.2,5.24804218664497
"302",17011,39.0456674473068,20.6,97.3,3.63452768022922
"303",17029,36.4956568946797,26,94,4.61413947323612
"304",17033,23.8182801514332,17.1,109.3,3.74857685469078
"305",17155,40.1681176823777,16.6,107.4,3.50753489884353
"306",17039,28.0071583791384,21.3,99.5,3.67218608523498
"307",17103,39.9513624742782,18.2,113.7,3.85360560576296
"308",17117,31.3164384726592,18.4,98.3,3.9598521966446
"309",17159,23.1089784063644,21,97.8,3.77143445683026
"310",17189,21.1578133058277,20.9,101.1,3.21766402139638
"311",41067,67.9388893023918,44.4,98,6.69605667908471
"312",41007,55.8312440563673,24.4,99,3.82792911360063
"313",42023,26.3617463617464,13.7,97.9,2.44961275990293
"314",42017,52.2119266780419,41.3,96.4,6.91598647482529
"315",42077,53.8425720499378,29.9,95.8,6.95592744448417
"316",42031,24.2937266306606,22.1,95.2,4.15137809396053
"317",42059,28.0789022298456,17.6,108.3,4.15675440954665
"318",42079,42.7352735800582,22.9,97.7,5.85871757885698
"319",42037,34.3845902709762,22.9,92.4,4.89703333399061
"320",42065,20.1316316093743,15.9,99.2,4.20027057915003
"321",42099,24.5431670997814,16.7,102.8,4.41703536370254
"322",42113,26.0169491525424,17.2,112.1,2.60538906611017
"323",44003,53.9028030818535,33.3,93.8,6.83512319923036
"324",44009,59.9042586093294,46.1,93.1,5.88419119826127
"325",45071,37.8131623281343,17.9,94.2,4.07962958040252
"326",45027,49.6658840527361,15.1,97.2,3.88685506584958
"327",45085,56.5927365179107,19.3,93,5.05324274973569
"328",45011,46.2201331766549,12.5,93.9,3.64557621793813
"329",45031,47.4853363284663,18.4,89.9,4.77335334106641
"330",45091,41.6326242635905,33.3,93.2,5.94879916115758
"331",45021,27.9029808998641,14.2,93.8,4.9648801787105
"332",45053,50.3750964032812,17.8,100.7,3.75090138377187
"333",45061,63.9198752548878,15.9,104.3,3.7406540029835
"334",45001,33.298148749594,15.6,94.1,3.87128143544883
"335",46085,33.5035098915124,20.3,108.7,0.813055846790015
"336",46039,26.3864818024263,22.2,108.8,1.91365995561393
"337",6021,36.1276903599204,14.2,103.3,3.05060014321662
"338",6007,50.8552180402598,27.2,97.9,4.90327642339007
"339",6031,43.7188749386266,14.7,122.6,4.68633444878131
"340",6063,41.441032164274,23.7,99,1.96558151013753
"341",6079,56.701295699408,35.4,102.8,4.44164581634926
"342",6019,53.9946683674183,21.2,99.5,5.09881663022502
"343",6029,44.7762296457949,16.4,105.1,4.6889592240239
"344",6059,54.6128934651095,40.6,97.5,8.2841780620279
"345",6111,60.7811989990208,33.8,97.9,6.11833721211084
"346",6009,37.8180996837826,18.3,99.2,3.78102964931497
"347",6101,41.6055771165732,18.2,99.2,5.05903812876648
"348",6081,79.409393047837,51,97.7,7.42513797723534
"349",6109,40.374827249132,20.5,108.4,3.16817659882831
"350",6077,57.094,18.8,99.4,6.2545547726242
"351",6005,37.5057502990155,19.3,116,4.14979765762297
"352",8095,19.8854337152209,23.8,107.8,1.82983402263032
"353",8007,41.8729696426571,37.2,100.9,2.2794633091319
"354",8031,81.3936208630047,49.4,100.3,8.4089685179301
"355",8061,10.9742441209407,21.4,94.1,-0.184641880470503
"356",8055,48.5160084131806,21.1,97,1.43473210160778
"357",8009,14.514652014652,21.4,96,0.331154789018969
"358",8047,54.8076923076923,39.6,102.6,3.68823468051689
"359",8063,17.3935890698896,18.7,115.7,1.2358960796689
"360",8051,65.6298886537223,56.2,118.2,1.6396430963358
"361",8079,42.6075268817204,46.5,105,-0.0627790120021214
"362",8091,59.9949264332826,47.8,103.3,2.18185180630841
"363",8115,21.1673699015471,19.5,91.4,1.44273593986051
"364",8123,40.7262414845412,27.5,102.1,4.33142123446887
"365",8027,31.0094813162298,32.5,104.6,1.86347351177163
"366",8023,63.8888888888889,19.3,112.8,1.11330826025833
"367",8035,46.322419585434,58,99.7,5.98592843445077
"368",8065,60.6052631578947,32.3,125.1,3.00847206049029
"369",8067,59.078232368247,44.2,101.4,3.48830742150444
"370",8097,76.3786218030419,60.8,108.9,2.91306643971094
"371",8105,40.536149471974,24.5,99.3,2.51550239455594
"372",8011,32.751677852349,11.4,182,1.32231296304924
"373",8025,25.5854800936768,9,174,1.97380717614162
"374",8111,62.8676470588235,35.7,98.3,0.418788126345903
"375",8069,57.9571616982754,47.3,99.5,4.87465816293562
"376",8075,21.5235322658903,20.2,117.4,2.49567562273184
"377",8113,77.5494071146245,59.4,111.3,1.82762950979217
"378",8119,31.9510866275198,37.7,103.6,3.78072173534979
"379",8039,24.2479883350435,35.8,102.5,2.63223408356016
"380",8071,44.9428094075312,19.5,110.4,1.09390485910321
"381",8073,18.042226487524,12.6,175.9,0.768343902418139
"382",8117,70.3559293711357,52.4,119.7,3.90220599939336
"383",8003,49.6434231378764,25,100.1,3.10594077614327
"384",8029,31.0364824968368,21.7,102.3,3.28105775539201
"385",8043,29.6110262798361,18.5,139.9,3.42953472865129
"386",8085,31.4306742445926,25.2,97,2.92353431616397
"387",8087,28.7771920706808,17.5,101.3,3.08737340807111
"388",8109,57.1428571428571,22.1,99.2,0.731731216667905
"389",8099,26.6739846322722,18.3,104.1,1.98954259545998
"390",8014,64.0857797760734,55.7,99.3,7.5926832292121
"391",8121,12.4493927125506,15.4,110,0.659109828013134
"392",8049,49.0983008443657,38,112.1,2.10150352540106
"393",8089,38.5108428586689,18.6,94.9,2.66922238870247
"394",10005,44.3132778785415,28.3,93.6,5.43367417637679
"395",11001,94.4669538476194,58.5,90.3,9.22402250874676
"396",9009,58.8161144954342,35,93.1,7.23076738925653
"397",9003,64.0535995225953,38.1,94.4,7.0821827012032
"398",47157,65.4673866780166,31.6,90.5,7.08384611051338
"399",47077,17.5960972327361,14.4,96.2,3.97396776930143
"400",47089,19.9699635271401,16.8,96.3,5.14140635363941
"401",47153,18.1462323500629,15.1,99.5,4.02448525040404
"402",47017,21.7528051683101,18,95.4,3.83809470919459
"403",47037,66.585200769536,41.7,93,7.17931661657023
"404",47135,18.141592920354,11.5,98,2.93583486536641
"405",47121,18.4109589041096,9.8,98,4.02586806603688
"406",47075,54.5479265805575,11,87.8,3.49657715704828
"407",47125,43.4937515905651,28.5,99.7,5.90978500900327
"408",47061,17.0639032815199,13.2,97.8,3.60983015123995
"409",47029,17.2371554950664,11.6,94.3,4.38213050227612
"410",47041,20.7789123723581,16.7,98.7,4.1003364040998
"411",47101,19.3292463036423,10.4,93.9,3.75163479323752
"412",47131,19.3512220644293,15.3,92.7,4.00183198943736
"413",47167,25.4097446761066,17.3,97.1,4.86668008025458
"414",47045,21.1577113761222,16.1,94.1,4.26503962763531
"415",47065,45.0527948457913,32.2,93.3,6.43934183635183
"416",47139,18.010622887494,11.9,99,3.63755569427313
"417",47185,18.239850200017,12.3,95.2,4.26104921971699
"418",47163,23.6175682327846,23.6,94.6,5.90116370233769
"419",36095,35.053777544596,22.4,98.6,3.90845507564731
"420",36035,34.0254837187353,18.2,99.8,4.61433533212992
"421",36083,52.8843795582749,32,98.1,5.47804658840155
"422",36033,48.9033349188732,19.1,119.5,3.39273236325209
"423",36081,72.7946547473913,32.2,94.2,9.80435516223917
"424",36115,42.0453719188541,20.5,107.4,4.28887548386802
"425",36061,87.6225071742526,61.3,89.9,10.7642527971771
"426",36011,45.2847648691848,22.6,105.5,4.65517425981518
"427",36087,50.8779230542057,41.1,96.3,7.39554518923634
"428",36063,45.0835969715075,24.6,95.1,5.97951044108532
"429",36031,52.5656608360197,26.8,108.6,2.97317499855107
"430",36059,54.8248112607505,46,94.8,8.33522817293128
"431",36097,40.9806803863923,23.5,100.1,3.96072475366403
"432",36017,38.0764284401984,18.7,100.4,3.97587744548325
"433",36045,40.3088317495808,22.2,110.6,4.39391273804925
"434",36103,49.4742686748559,36.3,97,7.15122831479464
"435",36121,26.7408149280481,17.7,114.8,4.21305723741343
"436",36075,39.6820630243426,19,100.3,4.75562043529907
"437",36117,39.9816765918461,22.6,98.4,4.9964170663196
"438",36007,51.7674264948794,28.4,96.9,5.60097700021897
"439",8053,41.9407894736842,45.7,81.6,-0.271124983897567
"440",36029,57.4937432886953,34.4,93.7,6.77205650335657
"441",36105,45.350471394273,24.8,105.1,4.32240340693453
"442",36071,49.9080622347949,30.3,100.4,6.1163242755699
"443",37087,36.5334371004503,26,93.4,4.7032006730351
"444",37067,57.0594203849629,34,90.2,6.81422720583326
"445",18041,22.3879103282626,13.3,96.7,4.68103368780561
"446",18089,57.6420625028851,22.6,93.7,6.86911785114005
"447",18107,24.9703651019441,18.2,102.6,4.32716843891438
"448",18001,23.2437868122396,15.5,99.6,4.64367565324873
"449",18021,21.17666583686,17,97.1,4.28708099744963
"450",18037,29.5052754982415,23.7,99.1,4.58131447452885
"451",18047,18.0672979370984,21.1,97.3,4.06535840114613
"452",18059,30.782268267647,30.8,97.2,5.50230891118636
"453",18067,33.4649828939424,21.6,93.9,5.63491791944816
"454",18115,24.5407788390889,14.7,99,4.2137867371014
"455",18121,21.7731421121252,12,93.1,3.62686374450125
"456",18135,23.2147806004619,14.3,96.1,4.00674407046926
"457",18007,25.1245019920319,16.1,99.7,3.06037346352631
"458",18013,34.449109270396,28.9,95.4,3.86304714022106
"459",18133,24.3219921104536,16.8,112.1,4.35060207758979
"460",18175,23.3988905698437,13.4,99.4,3.98790268671524
"461",18027,18.4674329501916,13.2,101.5,4.3248520751423
"462",18065,26.9296157769466,16.4,111,4.80542304857601
"463",18083,25.8682101513802,16.9,103.1,4.25528739990332
"464",18095,38.4792762963401,18.4,99.8,5.65586232595535
"465",18125,23.1701326346815,14.1,99.6,3.59236338058627
"466",18131,25.626204238921,12.8,101.6,3.36332449545598
"467",18151,28.4911616161616,21.8,103.8,4.67058589295513
"468",56021,35.2997123503758,28.5,102.9,3.59886784555848
"469",56039,69.4058777926563,57,112.5,1.70789453139274
"470",48407,18.6989918386942,11.2,95.9,3.80448375945654
"471",48459,15.3965535695173,17.1,96.5,4.23519797193256
