,mlm_4_res,mlm_8_res
0,0.3074289579345598,0.06404824221740288
1,0.28422650865941296,0.031229977608695902
2,0.2959936854815587,0.07542693391188966
3,0.31249578038415393,0.06162504894238008
4,0.2884009269775902,0.0933632856574516
5,0.3090477922242146,0.05782259165310306
6,0.28922964437589954,0.11316659260944983
7,0.30534957198543017,0.07430124642630631
8,0.2514799568117236,0.04791574885168997
9,0.2591053453487491,0.0723557214664356
10,0.2716574343974874,0.05835887035010806
11,0.29284059525055034,0.07321733991423503
12,0.30369749116147143,0.052390929173050584
13,0.28929482243015636,0.07083204037353308
14,0.2713795074892959,0.08486554033689954
15,0.3196130460593235,0.052429254185517034
16,0.28839532900482595,0.05243511210804408
17,0.29327172847821015,0.07361394670126725
18,0.28526485093305876,0.06640271919109261
19,0.31825873368284313,0.07383893358418925
20,0.3155940227831921,0.06714408139508952
21,0.26893725407166186,0.03692281088764739
22,0.2874292438977448,0.08103931188055868
23,0.3144690378625778,0.07262297547743862
24,0.28627772808733826,0.039093225465413835
25,0.24437683504796967,0.060253274084613624
26,0.2845254671506714,0.043808052659042016
27,0.26120623528899883,0.05092073895453689
28,0.3116665661935066,0.0330283702766578
29,0.29344573360856896,0.06597619162509821
30,0.3010662614110836,0.061776600536959256
31,0.3090099053576911,0.06950908139562725
32,0.2599695853652055,0.057600959147446444
33,0.26588235963799445,0.0652223387055946
34,0.2834789694361465,0.049166740741339955
35,0.30970963129551504,0.063360829499861
36,0.27840676574367823,0.05339610164086821
37,0.2513492646703305,0.060093792434869314
38,0.31177542839386746,0.07333524764400014
39,0.26497431596493787,0.07853113514902296
40,0.28117422243596857,0.07333178205537295
41,0.2914200338967552,0.05615869156137482
42,0.27908986654693196,0.09440776233392484
43,0.2759363326764774,0.08648831494125409
44,0.28592601828517383,0.06364325738154843
45,0.25977449067658803,0.05698296106606685
46,0.2590326834314732,0.06230548051356099
47,0.30465993226673477,0.07093453517631158
48,0.33254553588312796,0.054242361875476916
49,0.32318706051387724,0.05585666607755536
50,0.30017960631189644,0.06099837015257314
51,0.29880761990664273,0.059133261955573745
52,0.29640115476758655,0.0598529822095947
53,0.29970010172851186,0.04892512146071705
54,0.2680576189652138,0.06847015997359655
55,0.292028718971333,0.08507760804653754
56,0.30413386425435696,0.07247950106964558
57,0.32019511245106436,0.04986683134161388
58,0.311839589264374,0.04885809905382788
59,0.29112575175947597,0.058224651541188166
60,0.26387526726882915,0.07455861815653422
61,0.287838111101096,0.07496908512120147
62,0.26683881160298484,0.08217033316101956
63,0.3076223381373558,0.05814449273885991
64,0.3089228266540303,0.05812346048486839
65,0.2850395461995564,0.04639824818442253
66,0.27563338438930324,0.08140280060838306
67,0.298441578288225,0.046243122780424716
68,0.3024792295804554,0.0562481832938269
69,0.3096391658354511,0.04921395805323714
70,0.27924464392608445,0.06275475532645931
71,0.3036100733175169,0.07739064033215214
72,0.3057999643421306,0.0663934046435798
73,0.250362220426691,0.08688501711531157
74,0.28835321949002357,0.0691495791491791
75,0.29188248059633487,0.06349059770789164
76,0.3100951866554445,0.05163699769278212
77,0.2856302366366664,0.049648827891713314
78,0.30877587131807727,0.0613497181371476
79,0.28648414232499275,0.0502745807574897
80,0.31565263825331413,0.028676541974921137
81,0.2679152423867631,0.060490904461900454
82,0.30116955833156056,0.06434685370088501
83,0.30706880116543683,0.06408906626877786
84,0.3501741648002677,0.057346028303950886
85,0.2953171730586907,0.07973394285853287
86,0.2888708286294287,0.05115070580959157
87,0.2692138713074095,0.033110716300119296
88,0.28902243525881316,0.07080208287559965
89,0.2728178149910642,0.055846764593098036
90,0.28626125459185686,0.05077548962370371
91,0.2748598263466297,0.0651973065930627
92,0.2985026410753843,0.05619728296314857
93,0.3161502778975277,0.06359608023490398
94,0.3245337639535121,0.05745648939644825
95,0.3145553679113606,0.04666178065147766
96,0.3254274296883394,0.06047079014701634
97,0.28662680823815706,0.07174160210507996
98,0.2555845416804778,0.07657991854184734
99,0.3122875138404826,0.03999009291183762
100,0.27983003260728956,0.05124850494189802
101,0.32220355638984555,0.06136101017192469
102,0.2718387506285476,0.06411505934363766
103,0.2635462670064978,0.04248440039415396
104,0.2888830061603172,0.07026733147360076
105,0.3179916382798893,0.10282896373102517
106,0.27083310542374106,0.07610750961364766
107,0.3136997279217085,0.049332802595950215
108,0.2817224265043653,0.076462323086419
109,0.3195258623671266,0.08196507978583902
110,0.30469800112250456,0.053508494548454695
111,0.27228044589952044,0.04799641268404839
112,0.30860545204068074,0.0693719270091086
113,0.3052651034730878,0.0734471917164575
114,0.2896957571862357,0.0676579047543383
115,0.29298457236739905,0.06622992437482406
116,0.30137569903834577,0.05446588714871505
117,0.28741094175228227,0.06528115878484425
118,0.288334808487776,0.06379509554390393
119,0.3032757680689637,0.04879079013063635
120,0.2717353021010352,0.03991046585523139
121,0.2601489066452596,0.04320922210467707
122,0.2767888897962225,0.062967224719757
123,0.2732172073456435,0.062106516932709466
124,0.2879540078555014,0.04626535474930484
125,0.3005760927401943,0.05373959680836749
126,0.2889404079622934,0.0827261313898739
127,0.2858762000502057,0.05638541211250185
128,0.31128149124356097,0.07163707412997872
129,0.28220495392352796,0.07745598960831766
130,0.30404932889997055,0.058151228929964896
131,0.30477073977392016,0.04974155278088943
132,0.27810043727860195,0.0502612739450605
133,0.28016228665248744,0.05661571660682106
134,0.2869108332381994,0.08314773389529945
135,0.27356974000189277,0.04176120722657607
136,0.3223082641485889,0.0706471420474096
137,0.28521601190889206,0.07226671632536089
138,0.31886357069176036,0.09122511742314565
139,0.3308870469097343,0.06956525801531317
