,semq_b0_est,semq_b1_est,semq_b2_est,semq_ro_est,semq_moran
0,0.535164733753798,1.0007084540669198,0.0004807766216448073,0.5885558756945738,-0.040063073410067276
1,0.5465742289405575,1.0018167205328758,0.07401326037547129,0.5782623559504008,-0.04297377846152289
2,0.5357990923334,1.0012394875255284,0.09026266708609354,0.5855859540353809,-0.03999438826639338
3,0.5433960870164524,1.003298252168607,0.06383309183164831,0.576569091080853,-0.04423431509221471
4,0.533195071869426,1.0010013838022063,0.06423803870768464,0.5857704867457008,-0.04431233393748805
5,0.5545252468693771,1.0005202674212568,0.06516644129194259,0.5731431227484937,-0.040526493359626166
6,0.5359434838939386,1.000035517875065,0.03510277886771629,0.590211463797959,-0.04777418990487472
7,0.5577859000138343,1.0023993513207414,0.042079620638498134,0.5779898997931958,-0.045204344305083466
8,0.5502140600542555,1.0003666240407403,0.06900049316711108,0.567416414930032,-0.04429313138188183
9,0.553294680906649,1.0013179176020421,0.019985770391788282,0.5841048496177832,-0.03923733994085274
10,0.5728705572946909,1.00309112704949,0.05908553917693071,0.5567971845365685,-0.038381010857649535
11,0.5203303142710488,1.0019499239186964,0.05540456299488383,0.5885324696876194,-0.04090265291138634
12,0.5693126793674231,1.0010013178171004,0.054884829879703556,0.5438274869925147,-0.0405919100991727
13,0.514033295741769,1.0011453494469988,0.003032743197975307,0.5947101607766072,-0.0445564989725775
14,0.5416694260544231,1.001371847520166,0.02640653971355711,0.5771142793817181,-0.04323529927266385
15,0.567094006380906,1.000008483440414,0.04938904937580357,0.5668042581458963,-0.036986236285986886
16,0.5108546667274938,1.0036926388410725,0.06952953427353936,0.5966771637727383,-0.041815606644309014
17,0.48005055827918985,1.00051188593696,0.059767220266162546,0.6199326772549918,-0.047222912534531904
18,0.5593028042392306,1.0020083446210888,0.0689810897652241,0.5629003383902946,-0.039340594474540136
19,0.5075239713369281,1.001216248276934,0.06826648303281767,0.6184912379690547,-0.046209358849415114
20,0.5375280437171258,1.002942001671682,0.051722103009345766,0.5963898858264497,-0.04104215860927475
21,0.5400813582536934,1.0012752947486558,0.06632405909624861,0.5943014209786988,-0.04497660916468258
22,0.5277577532139592,1.000713743722908,0.022548967279539586,0.5811286506637205,-0.04246194143054414
23,0.5354431968090966,1.0053737997829544,0.01162275922743028,0.5754207969402636,-0.048437501702792235
24,0.49384093867107115,1.0019126733169892,0.03844761303964539,0.6113830345670399,-0.04123806928805926
25,0.5636416397801156,1.0006981099580066,0.0279703331328971,0.5747107049881053,-0.04497620408976513
26,0.5280866361836828,1.0007722694919878,0.02124186166265885,0.5947276230411195,-0.04284564680793964
27,0.5329466800806809,1.000951731027976,0.0037619092806988603,0.5796828378032526,-0.04256339865556966
28,0.5249332218741235,1.000000100523084,0.06730857147750902,0.5764068872121411,-0.04390838472878799
29,0.5208964670312366,1.000148309293172,0.08866280111599513,0.5960128366178441,-0.04225020769573964
30,0.533110680062339,1.0031125346288792,0.037851584886750445,0.5852404815552202,-0.042281128674680125
31,0.523678995217491,1.0011426187958585,0.06624905573452676,0.5983112492944533,-0.04213224130463798
32,0.5567001955135648,1.0013524680125434,0.07442884761001123,0.575641449217788,-0.03769470254785924
33,0.5081367411135298,1.0001755657755196,0.10007836769987,0.6095809645553849,-0.041894350444417895
34,0.5544612786317388,1.0032674028784703,0.0479609217032273,0.5757369800251043,-0.04565403875143359
35,0.5526446566781188,1.0027445541396858,0.06817159046648857,0.5657610351589939,-0.04270367789865169
36,0.5172192450906585,1.0004969758696551,0.006561844595646572,0.59168774216393,-0.044747851041500045
37,0.534559803270491,1.001174772303014,0.0901634795147568,0.5920421163424269,-0.04155049753225366
38,0.5505641959011651,1.00265275946169,0.02847804280030397,0.5786752238962147,-0.03947435161120322
39,0.5722934541976111,1.0005327757800344,0.03944162331743195,0.559666331839827,-0.042141279921303454
40,0.5308100021222076,1.0019679889831004,0.049699149055643765,0.5926949500315185,-0.04122264851937475
41,0.5231222049052129,1.0008818089001912,0.06010781478355387,0.6049392514516627,-0.043124435357941894
42,0.533233802537083,1.0038639310081292,0.03944684404747178,0.5833269521992733,-0.048297429382254634
43,0.5387948376168459,1.00155102354372,0.034129121529855144,0.5866972062505323,-0.04129468800403203
44,0.5685428722952668,1.0003808741580342,0.026219386110079235,0.566917986951801,-0.039255123216600345
45,0.5570918354124846,1.0022578062029093,0.038453100939295215,0.58200737593883,-0.044350771340980026
46,0.5607711559131825,1.0004502965472615,0.007313951408356444,0.5778734955752792,-0.033192774667911804
47,0.5057036359156077,1.0025753486057336,0.06063430524145019,0.5935021505752901,-0.048145111721394254
48,0.5499996884483552,1.00160779274961,0.07221798660702605,0.5786942942507375,-0.04128960776136238
49,0.5385907815727474,1.0018948428726895,0.032262574399209765,0.5939023479893254,-0.037518578571550706
50,0.5278946917190103,1.0004556810618095,0.017918110757217498,0.6023552894061347,-0.043748851295206455
51,0.533343896665077,1.00004830622133,0.0880204774052129,0.5800336402892294,-0.048077810199109006
52,0.541719972285654,1.0019381299041403,0.025952072661091563,0.6062470471743282,-0.037124724876681406
53,0.5560743888945354,1.001664991068839,0.026620758159255242,0.580715606922749,-0.037893753865517125
54,0.5497489165662754,1.000656639174573,0.09981287148240935,0.5701506649249182,-0.04040052546404673
55,0.5720885266637876,1.0006433868255669,0.02049636651359688,0.5444261231760061,-0.038688926742422705
56,0.5496702337817039,1.0016706008711838,0.06044197254214589,0.5837371102315447,-0.041441517556361065
57,0.5267590816738674,1.0019365071051398,0.0841099391216984,0.5939116367652835,-0.043730253362514133
58,0.5393574126501536,1.002759505874556,0.048501504874000734,0.5867247058546976,-0.042915160875738004
59,0.5292338556127473,1.0006402473949316,0.09416304122884432,0.5895492385521941,-0.043854013467615166
60,0.52917532623138,1.0013587979388052,0.01692358431738139,0.5922490509716667,-0.04063072419199097
61,0.5249553802879372,1.0001977211677588,0.0644887231532918,0.5894898922000835,-0.03959851555740962
62,0.5293101998016522,1.0003607014413476,0.02429925168161073,0.581381515764073,-0.043049552410395195
63,0.5291673124467251,1.0011606250546259,0.047331539214821916,0.5964718700302991,-0.04413663465928949
64,0.5380511736958018,1.0034533684979912,0.01748387948257335,0.5843206196197286,-0.04062944714552406
65,0.5268928080344032,1.0014209712985078,0.03335130714626677,0.5897621350065043,-0.04386707637287866
66,0.5341060034492533,1.0006674607278412,0.026712073643652356,0.5870466969546517,-0.04503664474994258
67,0.5360645050118674,1.0013358686674834,0.05655244507219636,0.5953871746743157,-0.04344221113442563
