,mgwr_res
673,-0.18423608654543688
674,-0.6084248425505798
675,1.595534317438493
676,1.1234305210994835
677,0.17419276961230679
678,-1.8117958274547545
679,-0.24592944000856942
680,0.4716170044594943
681,-0.5477882333825574
682,0.46720436805970883
683,-0.7041854654141979
684,0.32152218728003223
685,-1.1331470382476374
686,1.5150190576362925
687,1.2185415790660379
688,0.7685448632089251
689,-0.7024209447611247
690,-0.25273463010877073
691,-1.547232691403881
692,-1.2931073971571136
693,-1.326168292445491
694,-0.5781257545560398
695,-0.3470694963535079
696,0.550386796397047
697,-0.30827606471982083
698,-0.09109242874429135
699,0.07101825317795685
700,0.8167826593917749
701,0.8813663394298555
702,1.422304223652059
703,-0.08079269006542233
704,-0.746994982725421
705,1.1027168018753384
706,0.23755766738626205
707,1.482935093147261
708,-1.8539821645976184
709,0.399563507812565
710,-0.835611016571411
711,0.4825514776001394
712,0.6274094202751392
713,0.7253161376658781
714,0.5039985023094298
715,-0.6431437432004273
716,1.4490948101605379
717,-0.9089699310410667
718,-1.7579371145324438
719,0.6429659775862229
720,0.7357453745394729
721,-0.2410729377869112
722,1.02791733720644
723,-1.6107000410250678
724,-0.34526536500312144
725,0.038970506777289415
726,-0.17468409170528787
727,-0.31863747058514913
728,-0.9158227556851257
729,-1.6181383618748066
730,2.028253706662473
731,0.3249001226262296
732,0.0009921692663914516
733,0.6484372815762418
734,-0.08106946445140473
735,2.4973839512833287
736,0.7641040485598198
737,-1.6997835054994461
738,0.4510000914971677
739,2.391487737535914
740,-1.579656144924666
741,-0.1880820251927222
742,-2.8230391696974397
743,1.4011386626751048
744,-0.5616133312466056
745,-0.04760845962669169
746,-0.9606936068845231
747,1.0601275545710012
748,2.0434620184168972
749,-0.050879179344311076
750,-1.8287533174079798
751,1.4234513652762066
752,0.09556001540534576
753,-2.650194305375731
754,-0.3346189869469105
755,-0.34231009592316486
756,-0.009357365528933848
757,-0.7058712336528297
758,-0.2158010441885927
759,-0.5804005546134949
760,-0.3210575360376957
761,1.612684406285893
762,0.42448798646807173
763,-0.7475929326361497
764,0.43399361081517407
765,0.36502269169894097
766,0.5217192003352267
767,0.7764938966148098
768,-0.7493952755030104
769,0.3290173330753685
770,-0.38653096556232813
771,0.16686091031691364
772,2.330291348123544
773,0.34697406929623265
774,1.0632799481591984
775,-0.5229580813733721
776,-0.3063808071967955
777,-0.8082227330124634
778,-0.7265885997609143
779,-1.3484629163079396
780,0.5692872186037272
781,1.0461945809976885
782,1.750296264934346
783,0.5923266699741712
784,0.8473630387591263
785,0.18497424732935697
786,-2.329679129698985
787,-0.7687772373040316
788,-0.19561464119573024
789,1.042016499322632
790,0.2619104440780209
791,-0.10433139938044089
792,-0.43139435711574947
793,1.9590548996356771
794,-0.4768708367439922
795,0.6403758655879996
796,0.10682372376836796
797,-1.1220409593461165
798,-0.6544733208115341
799,-0.874296348726487
800,0.00634955140720006
801,-0.7745867161885363
802,-0.6462615470869393
803,0.4722156678578715
804,0.8194954726095993
805,0.16953689447811904
806,-1.0662274686185822
807,0.7971787792467118
808,1.2128344717177355
809,-0.02771108446071091
810,-0.9991734378898993
811,1.1801652525247168
812,-0.42515032083915005
813,-2.684721961285867
814,-0.34697866887636897
815,-1.9167864628686981
816,0.5629124478579931
817,0.6189124820527799
818,-0.020551223671160912
819,-1.083296399909503
820,-0.8547548620076864
821,0.5597740116691989
822,-1.2656933285583918
823,0.3652706669567115
824,0.1703359316929598
825,-1.4285874382062294
826,-0.10881762746545398
827,1.1626461019001155
828,0.779053839483284
829,0.0008482508638101294
830,-0.6320072486832302
831,1.862814821112736
832,1.3420217951631326
833,-0.37874602891309816
834,0.04276378736794584
835,0.8201293034846848
836,0.9696444935180355
837,0.2414399151146558
838,-1.0171409983557118
839,-0.2598088866947075
840,-0.4773899313931478
841,1.0713120100033997
842,0.6335093929184161
843,0.4011517173238728
844,-0.13417755577416512
845,-0.12953964080464608
846,0.9947221841006222
847,-0.5861758536310612
848,1.5463789627629865
849,-1.7913834967003117
850,-0.18941194554749696
851,0.2545350125848569
852,1.2756615000370441
853,-0.8172114701942836
854,0.007463325502861218
855,0.6653904279829796
856,-0.6340269719901408
857,-0.3848125463134031
858,0.04619654852726773
859,2.2536369289963223
860,-0.1739805370753822
861,1.2526919374109562
862,-0.40790929438563506
863,0.38562251222509003
864,-1.967466006356076
865,0.5791062263842295
866,1.144611153689051
867,-0.3660640354008935
868,-0.989575614747217
869,-0.4534955216274863
870,0.015217599921315106
871,-0.8753021001034127
872,-0.7925820310594078
873,2.0753727019203136
874,-2.2571356943420104
875,-0.5913371106992225
876,0.8981041540774721
877,0.502162722315231
878,-0.8727349728820426
879,-1.2745262631707646
880,1.2071770338132746
881,-0.7818512411606011
882,-1.014519906044609
883,-0.38723160114567134
884,0.21977215825243945
885,-1.591034268623897
886,0.55708135793118
887,0.9772473800893255
888,-1.337551167404343
889,-0.03009003465638127
890,-0.2057223990948609
891,0.29517909343712645
892,0.8727131469155402
893,0.160119704014984
894,1.1134078273261516
895,-0.015865468023299356
896,-1.3175037028331253
897,1.1683454736236727
898,-0.441754293931933
899,-0.29844993324039615
900,0.36791819936431214
901,0.3216808901572783
902,0.4769010442575472
903,1.2302144641307036
904,-0.23772637232303895
905,0.19606290668167325
906,-0.0034483456415879132
907,0.19213861511878427
908,0.3346906373513514
909,0.41434793330604514
910,1.712921893150411
911,-0.7464407899539047
912,-0.7804885817433997
913,0.7295532454185585
914,0.1950338065259666
915,0.5003322410101134
916,0.17474535028982796
917,0.6754825569071026
918,-0.09331072798518125
919,0.4639525059040952
920,-0.4226467907892073
921,0.34370527412424146
922,-0.6230070337725335
923,1.0855095801917634
924,-0.17079767656307077
925,-0.988815104518113
926,0.294892502793614
927,0.20650314950860538
928,-0.02600602107803418
929,0.5518856251513453
930,-0.19161260882102393
931,0.9495368974516234
932,-0.019791551214383363
933,0.04983159473046195
934,0.13846123062166615
935,1.595214882699156
936,0.12730434298139048
937,-1.0576608491995994
938,0.0016614651190282048
939,-0.2416532097397539
940,-0.7681340946077055
941,0.6505389566983795
942,-1.0426943930401458
943,0.6432084000368268
944,-0.5822754037619687
945,-1.0516761856332908
946,0.06918165021814626
947,0.2678363926384919
948,-0.5786639015744058
949,0.15400347228186595
950,1.2623586950721588
951,-0.30203188953391447
952,0.2475422258933735
953,-0.6240330140364214
954,-0.728425570750824
955,0.7312462566840674
956,0.9579285788745533
957,-0.43729325377510575
958,-2.654418025110629
959,-1.2509673443469795
960,-0.40855379822815374
961,-1.3958586793721564
962,0.33765047772500956
963,-1.2897039503677985
964,1.5817833092505884
965,-0.041283699813709995
966,-1.9604361991485668
967,-0.03893015909139397
968,-0.4854903692164525
969,-0.5189850247516263
970,0.59494439875232
971,0.07275811628631024
972,-0.4194682968970236
973,-0.3118383011891872
974,-1.8009414237389016
975,0.1505323522825126
976,-0.3706414488834328
977,-1.0229838408092156
978,-0.8223209560576004
979,0.39990055023561455
980,1.7250058214900643
981,-0.9821964262735952
982,-0.4984705254952835
983,-0.39794848244553904
984,-2.024458941861076
985,-0.12940026945633498
986,0.035988134396291116
987,0.5295855325637433
988,0.06845760387597188
989,0.3795035239217457
990,-0.6289960783431154
991,0.3991181598971858
992,0.6349520510141229
993,1.0431344052839857
994,-0.7901511571281925
995,0.8219598177795095
996,-0.5333721709058137
997,0.48458456860507226
998,-1.8082507092423845
999,0.5505361074181789
1000,0.5507435713392353
1001,0.9504850473827886
1002,-1.2266566343343253
1003,-0.6686666331018807
1004,-0.05214329371360105
1005,-1.28286895129739
1006,0.2843233244802592
1007,0.14455269455049358
1008,-0.29292167368596367
1009,0.20756354662237841
1010,-1.494438243590762
1011,-0.8227762208885632
1012,0.6105579638624565
1013,0.33688390553494063
1014,0.2530471217044705
1015,0.3126602190937988
1016,0.41158911024808065
1017,-0.7370737157182714
1018,-1.632415249324878
1019,-0.5659613679483853
1020,0.7583453018165329
1021,-1.351761240334807
1022,0.7669056755229322
1023,-0.9101754702317177
1024,1.483857397648375
1025,-1.7431018972363927
1026,-0.34278061238058344
1027,0.7750625791127543
1028,0.36279035356266487
1029,0.3033142864079932
1030,0.5926856709034714
1031,-0.9791932816191444
1032,-0.961547022207716
1033,-0.1345316309308433
1034,1.578706527134388
1035,-2.1479079004974464
1036,0.8328551950414882
1037,-0.5489521338504266
1038,-0.0016229622071746164
1039,-0.349985519166232
1040,-0.21463711299010413
1041,-0.19113611271850361
1042,0.20993257770707974
1043,-0.1705742208646588
1044,0.26960333877053966
1045,0.5346296053619688
1046,0.824034265863291
1047,0.7929283517992127
1048,0.6823043859473558
1049,0.02145063237925071
1050,-0.29642895347742754
1051,0.6272130795625888
1052,-0.6073797259325238
1053,0.5111388134602168
1054,-0.39360121940002646
1055,-1.9140184981322137
1056,-0.04621629445781261
1057,2.2573552659467273
1058,-0.7968873265589633
1059,-0.056969643971674255
1060,0.7730806579843446
1061,0.5303435119060391
1062,-0.35143276335658014
1063,0.4272002292034105
1064,-0.654802531486829
1065,-0.46244264035275023
1066,1.2566612964608659
1067,0.9243573320122005
1068,-1.5245085903083908
1069,-0.5052127526168286
1070,-0.2543299818437106
1071,0.35407409601866746
1072,-0.5069960051584981
1073,0.5069340974345973
1074,-0.38933517654566474
1075,-0.8590965880826957
1076,0.726474188382761
1077,0.08208962388329477
1078,0.9935619143938577
1079,0.9741325483215824
1080,-1.2107191676351654
1081,2.042550791375663
1082,-0.5227206650942978
1083,1.2241334111983186
1084,-0.7787272717794047
1085,0.12640263205802293
1086,-0.8440266003347416
1087,-0.5577153960281769
1088,0.35352785471812
1089,-0.5588264033390713
1090,-0.3210606373057394
1091,0.07807687617861059
1092,0.19974918820400944
1093,-0.8803839499388868
1094,-0.17692962353609723
1095,1.306917987936477
1096,-1.6522729562329197
1097,0.6634045878261312
1098,1.4046259875466394
1099,0.12424177570166073
1100,-1.0021282160868263
1101,-0.3953536636857118
1102,-0.7869227295561367
1103,-0.36089486938139514
1104,-1.1228982709863886
1105,-0.07374629683157607
1106,1.470890672625301
1107,-1.335299225064296
1108,0.510282043679272
1109,-0.6176563124994396
1110,-0.424618524797044
1111,0.13506419950434712
1112,-0.38525034105683353
1113,0.8428850593539541
1114,-0.30995695712020943
1115,1.3817609557834176
1116,-0.5073755301912892
1117,-0.14346207410853618
1118,-0.40900063683260574
1119,-1.0804820942690208
1120,-1.5056791974962072
1121,-0.746843422572625
1122,0.0724767105157258
1123,-0.139097959056244
1124,0.19251576494024292
1125,-0.083526617334031
1126,-2.2364801289841245
1127,-0.9781710024681276
1128,0.4583237482080522
1129,0.36744165717119576
1130,-0.4527745577179467
1131,0.41842313278890053
1132,0.043901140716547715
1133,-0.081346871016867
1134,0.47959698497176806
1135,0.16950707059037987
1136,-0.09402907283049675
1137,-0.7225912091499611
1138,0.39972592273654195
1139,0.060370203367082764
1140,-0.3195300197223527
1141,-0.7827133453471937
1142,-0.30569893272950677
1143,-0.11554483381984237
1144,0.8360421171175438
1145,-1.5587122488457397
1146,0.6616400856666705
1147,1.054327228700497
1148,0.875625246228183
1149,-0.8825919815207411
1150,1.357694977920106
1151,-0.8764540725326788
1152,4.125312063839021
1153,0.22517492629400804
1154,-1.6518832158510324
1155,0.042053799469027986
1156,1.0548913584597057
1157,1.626006843093483
1158,0.06235851732365294
1159,0.43413731127373256
1160,-0.5557480292581793
1161,0.8775300431345019
1162,-0.6120823209317963
1163,0.2919384876697113
1164,0.11078538803208726
1165,0.026225074832663786
1166,0.36815235866234897
1167,0.24780051174625672
1168,2.0174306171603074
1169,0.7611688053377863
1170,-0.28552665032959035
1171,-1.047279637879762
1172,0.374911463771884
1173,0.4754868076757284
1174,-0.696457625293891
1175,-0.4842377084985967
1176,0.7940623928857264
1177,0.09857273114388754
1178,0.4195974520250476
1179,0.5766064847674812
1180,-0.6436479471313874
1181,0.3520607750706997
1182,0.8179480551671467
1183,1.9167883044647371
1184,0.9906207370729274
1185,-1.9243786865885655
1186,-0.9376324334344345
1187,-0.7285403467136073
1188,0.013016762187127995
1189,1.7979306658935572
1190,0.1964945260757336
1191,0.8953324832730405
1192,0.453282257804271
1193,1.5344243709176784
1194,0.7403302408488175
1195,2.140535642182641
1196,-2.4735017246952724
1197,-0.9156680432291062
1198,-1.8567763012335012
1199,-2.017501858358284
1200,-0.7016519564112915
1201,-0.3423897031783485
1202,0.4605413972564012
1203,-0.8844969864716847
1204,0.017175346501336564
1205,0.2731476190939546
1206,0.5713318445848943
1207,1.1001071247551137
1208,0.20451173554950142
1209,-2.013300888702215
1210,-0.48985861541667397
