,mgwr_b0_est,mgwr_b1_est,mgwr_b2_est,mgwr_moran
0,0.28887906626574783,0.18012823971098652,0.05263649676381409,-0.04200637272364726
1,0.24765994265087624,0.17537533619602388,0.01804416750533724,-0.0416755573878927
2,0.23894727192179474,0.18823828308502846,0.050792344363515284,-0.04193268909216923
3,0.24998215582835134,0.1820999013947352,0.06210289586776094,-0.05959566877300298
4,0.27401380421047816,0.18232601340782403,0.03481487010000943,-0.04176539050344284
5,0.2459929588281909,0.15723123187034643,0.05052367146541071,-0.050928032257147975
6,0.2851618833217803,0.17206335717687465,0.020133175314617807,-0.06784101576115036
7,0.2738294916726649,0.1670088778986141,0.0717662663739321,-0.04332155329887437
8,0.26333105366868004,0.1859662563107328,0.018499663729216857,-0.06721887820136507
9,0.270491552071217,0.1771915540630893,0.0640226091338305,-0.0381132173587852
10,0.2752324158411059,0.17911600476633538,0.013313935507461485,-0.04789361037974292
11,0.23147139706226444,0.1710646880559376,0.01868999660119319,-0.046615223556673135
12,0.27349750608654083,0.17321546211096817,0.012670915580957424,-0.052428616090834136
13,0.22335018269711834,0.16970711819302942,0.048069909106496896,-0.048396164738462005
14,0.26018631658791874,0.16332483609911264,0.02533904525303904,-0.04291251075781228
15,0.2811445456930748,0.18911447625265154,0.022811439267474632,-0.05031878773066076
16,0.24544248289940768,0.1793240959683198,0.025602384112441236,-0.04376630840618967
17,0.23111724524936075,0.19356932332575955,0.021239472788848635,-0.03177380485459397
18,0.2625204576309962,0.18462098964191748,0.012869135473650274,-0.021704721555167058
19,0.2327155465473494,0.17548562556856592,0.058860324445568345,-0.051108176739960647
20,0.2697575901834855,0.17494947851761009,0.00872250035481128,-0.037816931708011176
21,0.2632649796487422,0.19090771946158616,0.022782608046994845,-0.0689239391266299
22,0.22703392128099167,0.16511650338122158,0.021426584487507998,-0.05650344532811019
23,0.251093918102188,0.18105054163301748,0.030875768512811593,-0.06067418579019265
24,0.2553606421646719,0.17645679452539947,0.016251498499226222,-0.03990383399676349
25,0.27201171791822026,0.19013184163709762,0.027474916646369415,-0.05295041373207292
26,0.23549174877182782,0.19255628391121252,0.046968459995893906,-0.05880365266560311
27,0.24048299690175667,0.1932304708726936,0.046171471937396395,-0.050328236463409795
28,0.24412058449340987,0.18187543739485815,0.06964657537925388,-0.05338329276699829
29,0.2562906499695889,0.18222566127838993,0.03806904991359601,-0.045154540972860466
30,0.25795072122019613,0.18920057147117236,0.03960091439639429,-0.040800093667320715
31,0.25563838881062245,0.17436978888841673,0.10156438892312017,-0.04706727657517202
32,0.2728982948723702,0.19774811259719705,0.04707761526357404,-0.028839010931730375
33,0.2534153886902397,0.1635775891600552,0.047772303552060975,-0.039864000942079786
34,0.262000769137646,0.2020734108321846,0.022710210213887177,-0.04842532651504291
35,0.2528566616524074,0.17858831270153824,0.053913149588795665,-0.05082911014812371
36,0.24730556437923837,0.1829605127958968,0.04746578771734336,-0.05099255062687633
37,0.25919540200307223,0.21727771399292178,0.035850370400805416,-0.06699225938389915
38,0.23766441612067882,0.17413814626663188,0.038961861503807996,-0.049566279976463005
39,0.27092016329668245,0.19572927085871483,0.016518475276368575,-0.03875342171702543
40,0.2285354629630832,0.1827166710525307,0.014623239310152737,-0.052957491239333764
41,0.25247004285603164,0.1878457418716599,0.024659109449268673,-0.05648302236496802
42,0.24023578398009862,0.20215395636422182,0.007600932257405014,-0.061007550750596926
43,0.2666459645420786,0.17601053306616452,0.013909749411224904,-0.044473017537178604
44,0.26341583368516175,0.19933845633571443,0.027432300583259336,-0.04566872157151692
45,0.27071072570034493,0.1812412781278296,0.008947615441435653,-0.0561069230362745
46,0.25993010690267,0.15616353109090392,0.030469493061299268,-0.041280834911845296
47,0.24376382049631268,0.2039576276304031,0.07908052464682147,-0.04700145739687454
48,0.24821125142835648,0.1737604082415718,0.026235272180047564,-0.03548190790643782
49,0.268863174766542,0.1690025732405038,0.014420964291221403,-0.04313970353941278
50,0.26202703311207615,0.17273272269542053,0.03143289879573078,-0.06681868841940529
51,0.2431707539381925,0.16638283530521006,0.045605265191962896,-0.0685508917664323
52,0.2634412593321042,0.1843128442601939,0.029989196414478718,-0.04370617611578316
53,0.2728774205516783,0.16597871756632812,0.02608739542307721,-0.04168264621248603
54,0.25104366179576165,0.18264128296067847,0.02983657423587023,-0.055144710843592085
55,0.265248231051165,0.1815145947367461,0.03391789607838597,-0.04792247429917168
56,0.2591000055928308,0.17044867632150043,0.041626524956198487,-0.04976272490602543
57,0.2506020380619176,0.17711804621144545,0.10766423834571955,-0.05422626582225255
58,0.2596045132038598,0.1804347742080734,0.011730074389178025,-0.05985115751337298
59,0.2523583436265485,0.16878223428880965,0.08492467897838923,-0.06118274633895859
60,0.2523212051459189,0.1543656465978598,0.043791900057828834,-0.056101155259657864
61,0.25718466461557704,0.16815235213726867,0.013195254077736047,-0.052156138266790095
62,0.25162042554359293,0.1659441724210483,0.0852995996833769,-0.04955177656136896
63,0.27415363465195736,0.18412824419306076,0.011045105287447218,-0.0675519602135292
64,0.24037389580773497,0.1687777937379183,0.037745018144175975,-0.038728454587968655
65,0.22723147450040385,0.15726038550029203,0.01983947966470453,-0.04129017526482575
66,0.24902465753787872,0.16914578178848688,0.018692212275818333,-0.04262301446185469
67,0.2500341165592094,0.16914635933019218,0.004643466495069384,-0.05307763597106733
68,0.23481663558779717,0.1637894525791573,0.11347749262563003,-0.06069557626792474
69,0.26764299839473177,0.20366832471015986,0.04398121678084786,-0.055456758809942996
70,0.26335458374520665,0.16242144908075082,0.03645374610453687,-0.0653456648314216
71,0.2832872526082152,0.17797733585439698,0.011604389841200753,-0.04871253519981971
72,0.26916644499954234,0.17890523649364623,0.05909883516648658,-0.04422313492063357
73,0.27879770513654617,0.18304427022890174,0.07217139334302265,-0.047059319595520704
74,0.2835924372028135,0.21345509987875283,0.04200036036566832,-0.05755340096681242
75,0.24350733294479635,0.1687819990257847,0.015226065310052274,-0.051328136851997115
76,0.26491773875098046,0.1694152101956669,0.032605931643668526,-0.04592576142652755
77,0.24451286022012872,0.22963108063191034,0.012559457989610024,-0.04750725304515326
78,0.2516417004770189,0.18080219880306606,0.026177865818160007,-0.039313294581562255
79,0.25944881427290967,0.17657755967849784,0.020780184930380786,-0.048728807125547405
80,0.24566745815063656,0.14961336543487527,0.054754053194862505,-0.044933425187361174
81,0.2510264994158816,0.204286585430444,0.021413190785695327,-0.05243826037646683
82,0.23475265531727402,0.17809659336500291,0.011880903657643728,-0.06684266350706002
83,0.22550829088855429,0.1638494312162925,0.04115182987439154,-0.05032955786823586
84,0.2568148063372746,0.19553110965416304,0.03569866257364313,-0.054880092945845935
85,0.258452741854896,0.1698215214208225,0.012843431813306886,-0.04733250849063858
86,0.24609924603758104,0.21216596178215802,0.03720598657105725,-0.05244392644698532
87,0.2577580954978627,0.15876117065278234,0.062082824613727584,-0.042561627022518075
88,0.25510422500439855,0.15520713980727366,0.01397551377136727,-0.03129940409661469
89,0.251882391349614,0.16670182718377916,0.0069236728354076385,-0.040063945872186736
90,0.2693716577556491,0.16247282794231435,0.08310654699931945,-0.03928445745934839
91,0.26158665413537857,0.17007222086242405,0.005766738977923473,-0.04342637881053087
92,0.2651926266539834,0.1780059429462614,0.06823431630161206,-0.06709231115139759
93,0.25777786949921294,0.16448746106015166,0.03349064475440576,-0.06667198760503798
94,0.2358988659486081,0.1878404247656817,0.013286472870933716,-0.0435282053628774
95,0.2628564765039274,0.18028076557355754,0.030658217233915288,-0.053328542337197506
96,0.26603873393007965,0.1769610287287088,0.03797120676108859,-0.0485239954351386
97,0.24695266588736492,0.16352679313353286,0.011342643358340086,-0.04224643628271657
98,0.2633855482164287,0.22098821850747505,0.07343795008878848,-0.04544274735475363
99,0.22730272140045565,0.18287964216816024,0.05254040476982476,-0.04772166000274169
100,0.24429845722864044,0.17525826118079407,0.08218891627961766,-0.047262452765894976
101,0.2487420954265567,0.17015400313770482,0.02510321448285551,-0.041851023436104924
102,0.25859631175351033,0.17489233933388565,0.083678666042638,-0.056425403349976665
103,0.2602512603894995,0.19089636716255765,0.04603514818505317,-0.0680655805847814
104,0.24634005743590415,0.18510985489027237,0.011039172734422278,-0.04294403495429229
105,0.24481397033657856,0.19069753677222592,0.037645915186426765,-0.04810790376126673
106,0.26665609584744365,0.16683247513056076,0.025512898755346118,-0.05124348104593579
107,0.26968110325691547,0.16426393682558454,0.03630955339928089,-0.04296077382655593
108,0.2508239129378026,0.14935575209842766,0.016456356740340686,-0.04802650872526797
109,0.28415780170940846,0.21032877684129636,0.04938281545836384,-0.02085638296468616
110,0.24357573205841968,0.18045714760968545,0.04670667202851519,-0.060361880714487635
111,0.1977455383950135,0.19425289192007028,0.06551169039493063,-0.06515388046950088
112,0.24434703458146032,0.18334109392782183,0.06337491744055317,-0.05196196020219767
113,0.27058639655726296,0.149700641242683,0.008642862452244743,-0.03930479734980615
114,0.2570300516084521,0.17275631662220226,0.054683337129680196,-0.048913866741889994
115,0.25797501953437807,0.1851708912012111,0.02187780721997278,-0.05798512939042468
116,0.2708110975128154,0.17114590781877256,0.03141089878179689,-0.045280192823072704
117,0.2653583990544407,0.21041226753103887,0.07566673284123589,-0.05727809826935992
118,0.22761306510062043,0.20747771980143978,0.02909869552551489,-0.07084200083000297
119,0.2503420977213783,0.18638541715596535,0.009199840601059833,-0.04464409851702913
120,0.2444339744296966,0.17339884760286425,0.011077219819728415,-0.0511215422397597
121,0.28082959690805265,0.19194852126376316,0.013225052288352176,-0.04093032236817891
122,0.23838878596751462,0.19059725530560173,0.0729551431714531,-0.05729765050575116
123,0.2655573545207489,0.17757798487387086,0.05147647887502725,-0.045967834842131995
124,0.24167718963599139,0.18031056932924894,0.11123824361579544,-0.03957416268980373
125,0.2122689881093899,0.18021264194691256,0.03320884242048743,-0.05361143861325884
126,0.24936673918437846,0.1612986103890147,0.09537043730683639,-0.05756978414650314
127,0.2335343762453146,0.16169516764203465,0.03999933837051812,-0.05009581992045377
128,0.2604977521898212,0.20261885347470004,0.01363713893470359,-0.047181966354655464
129,0.24592034117979542,0.17516776179341678,0.01737593391658669,-0.03860591587771483
130,0.2583259733165414,0.18416817330378052,0.07045715252284512,-0.03924051286017395
131,0.25401933541326543,0.14059230945409962,0.04577203646303114,-0.04842290275306621
132,0.2929330852774773,0.16875114955686335,0.0420311381630698,-0.051615312031419024
133,0.23074450158805357,0.16091023319320819,0.03121722834422437,-0.03665233500618878
