,semk_b0_est,semk_b1_est,semk_b2_est,semk_ro_est,semk_moran
0,0.38556665279835073,1.0019436685152396,0.08410558779322798,0.8935150759456462,-0.0026460345916645873
1,0.36721385885042196,1.0024583831149203,0.06853851769984497,0.903494444201408,-0.0005295886069114137
2,0.36607112858623864,1.000943341464668,0.0781609140415349,0.8826374131947511,-0.002102218174171798
3,0.38185668177613297,1.0017510237372969,0.05932132420248593,0.938347199050517,0.026364754120631977
4,0.36821458790185274,1.0001540936033781,0.05233545782953274,0.9031695148979134,0.006956965476675756
5,0.3470709085099137,1.0010093705549006,0.031885222917540375,0.9162623323247567,0.020780338892263158
6,0.400879018460363,1.0036572833589184,0.017664551608287393,0.9258764553615988,0.027536732415420703
7,0.4051362713251537,1.0015462008769997,0.07118116139539808,0.9197250436908229,0.006410412331730027
8,0.3757153148791385,1.0016722738570418,0.030818904606177974,0.9352168203842205,0.022565838751710632
9,0.3933404107616853,1.0001145135375435,0.08736872112990078,0.9211281347804882,0.01990087289747592
10,0.39446204913821,1.00205516084324,0.06474367786627112,0.923161127554127,0.012677585192218559
11,0.3915785171911207,1.00214378390629,0.05136898787856925,0.8896400826893902,0.014292335992316932
12,0.42421653737074366,1.0005255380962594,0.09122446184648993,0.8492885284004881,-0.012600861182119937
13,0.40627541780527976,1.0002270450895678,0.004830831580148853,0.9364032735947663,0.026903908940418466
14,0.4035489312887183,1.000922672151704,0.07715065818675093,0.881947983619063,-0.014597019985096752
15,0.37138865467859716,1.0017764144875545,0.06388878591054947,0.8769264081009583,-0.0037993558287137143
16,0.36673270106223615,1.002323202564285,0.04957442464266837,0.9129888715024365,0.017076414556990487
17,0.35669173391578546,1.0003612497913619,0.04565536997707786,0.9148720076379562,-0.004417383967686188
18,0.3742102193075239,1.0014581129713584,0.06099341428266313,0.9067458081390256,0.021796246312775436
19,0.35552218906878125,1.0008786921128303,0.049793109075132236,0.9033935187299041,0.0006393083579889069
20,0.38917132132208515,1.002367233540162,0.05919992729152269,0.9210143949715983,0.003166058761827925
21,0.3726528999731813,1.0012381093706932,0.1065535935219084,0.8794266843665979,0.006675154077999621
22,0.37987026245979466,1.0044387157014711,0.08381519946132608,0.8920638295520918,0.012643495386737962
23,0.40409361624102225,1.002319186923227,0.058424326456310904,0.9304896178723764,0.02368859788107257
24,0.38474101140407746,1.000835551123789,0.013195820205078144,0.9113435430721781,0.007042553446635361
25,0.37298646236441974,1.0012797783646066,0.017907069799301123,0.8830642669763861,-0.002670954372781601
26,0.3706116134847739,1.0021094033309916,0.036098101065183304,0.900719434350729,0.012078793330273983
27,0.39197810451386955,1.0000233090878698,0.04694856348375832,0.9358375515507343,0.003634162879163792
28,0.38328946907535416,1.000608244746548,0.08531827349973709,0.9028606813088808,-0.005787011963119241
29,0.3899717366369979,1.0035374814158686,0.02338127837837689,0.9072935092074749,0.02472266260865078
30,0.3933365995984843,1.0008884510694267,0.058768551656109384,0.9249049136690758,0.010626222030811714
31,0.3825628029841606,1.0014688652512835,0.03275643361579039,0.9245712311275168,0.01310262456875712
32,0.3683531858884463,1.0029445996925475,0.05105485897130579,0.9103246160731314,0.008962364616194303
33,0.40743482376619705,1.0014841409592365,0.02864623145036127,0.9251280229994522,0.01569484951910025
34,0.38251739584988614,1.000417535427257,0.032627635911480546,0.9021514264547895,0.0027068057967496654
35,0.36889747613455715,1.0017211289665824,0.03311431028724109,0.922356683493589,-0.0009446885563036743
36,0.3642212457092823,1.001002615530724,0.09894741146255948,0.9075997475982421,-0.009016356251690468
37,0.36870155777997765,1.0000001988453908,0.029659054175756875,0.8807575447710732,0.009214539906739646
38,0.37604587877700246,1.0000285847995072,0.07699944071397846,0.9204471379441289,-0.011270629987961795
39,0.3784362531401488,1.0009534792254655,0.050296658864663606,0.8805872042267749,0.015278888714431142
40,0.39797135731909256,1.0011278915566504,0.08762286560876519,0.8979454961086136,0.011916695982085359
41,0.39269088079986714,1.0012340682605065,0.05004485175870999,0.9059169705205208,0.00877179567615531
42,0.3765310668475189,1.0000345636821804,0.05742577490275203,0.9037432550254634,-0.006507733540081561
43,0.40804922729386156,1.0029439821641968,0.00788193611548782,0.8916205836660225,0.009003198551514586
44,0.36431217713155273,1.0015210601613678,0.029231994428951413,0.9123814608063285,-0.0015652825974505798
45,0.39702097487439103,1.0007477236811473,0.06447013900500842,0.8793473359443379,-0.0036404246683668286
46,0.38982192831641316,1.000428905600002,0.04609230143777631,0.9380789595349059,0.008322272725579146
47,0.38431050242985665,1.000566575620633,0.11847585526482486,0.8801360009932633,0.00859775122442351
48,0.362301426851621,1.003488466677825,0.061379935714978455,0.9098727860427054,0.006945276627346191
49,0.3941355653161013,1.0067851616675416,0.06413431156813187,0.9405023497172178,0.016430083837946023
50,0.380205516855284,1.000304977994786,0.03821253477495957,0.8899359978841889,-0.014042238277669584
51,0.3815643277859754,1.0009501148849063,0.039220461937939266,0.9380217610072988,0.020016119799686732
52,0.4120827552215778,1.0040483374803184,0.07552111501678649,0.8873260201953048,-0.002964300083994264
53,0.36812068959277217,1.0013323341469569,0.011181369529224218,0.8855215314806715,-0.002392949677925353
54,0.4021286006531996,1.0000013445460738,0.05094746839938713,0.9187208303821354,0.0033699270484338485
55,0.3585226250734619,1.0007567978324359,0.0060048475871243845,0.9062219598311835,-0.003434155451964942
56,0.39852184041971167,1.000037712431005,0.028665181241418477,0.9173279759238901,0.023428687795887904
57,0.37898874224062745,1.000288922095667,0.06566994400219661,0.8875299373067477,-0.0019112482743871581
58,0.3198102087948675,1.0007790453765775,0.0312013761939558,0.8974681066441801,0.009167323527094375
59,0.3949490230655581,1.0012855967261898,0.011870586798817582,0.9130272432215749,0.00739105848822213
60,0.4183734745089746,1.001461375926316,0.03644864750556831,0.9087382837819088,0.005298055858417019
61,0.40190671958190755,1.002733590616992,0.04597297307302117,0.9313299447537797,0.00934749284876232
62,0.3786023144076602,1.0011086388828205,0.06947279336919367,0.9190954846573557,0.016029051430697917
63,0.3873747942364052,1.001074828566493,0.10106091123960058,0.9097528699427728,0.0044940249757918225
64,0.35860371772614913,1.0003974990286602,0.06267711282468857,0.9103280299715756,-0.00625737363634978
65,0.41043600901388966,1.0020200590489559,0.047674280157110616,0.928328481461084,0.034660238211286803
66,0.3817953457873101,1.0002701956707702,0.049013062010540225,0.9201735599302421,-0.0002559969339267704
67,0.3719897374477641,1.002825172087093,0.04565322113053182,0.9266977645184761,0.02277898185365883
68,0.3847735749695374,1.0013496785791436,0.021843958584664588,0.9172712296623031,0.026160014699882845
69,0.3978138351289312,1.000256238449773,0.06816315926419182,0.8763246040500001,-0.0007930092202340578
70,0.4119956633349202,1.000643060644431,0.06863332621078833,0.9181250244813125,0.02332649245162689
71,0.39642102948508634,1.000175966686184,0.056124661808245165,0.9225710514232996,0.008722876896205118
72,0.3644117847005208,1.0013839987395325,0.03649327964555571,0.9430182362859754,0.024704629574801993
73,0.40682118514988025,1.0000022766466887,0.09696652234496873,0.8811460201689785,0.0014681203405915884
74,0.3798909250352763,1.0006935585117995,0.05192706578226635,0.9155142753393192,0.0003350185912361553
75,0.3663669087411312,1.0017708453446412,0.07165258718038547,0.9197775470595564,0.0025705053211917714
76,0.3871735341428608,1.0036472543299202,0.014368029531855342,0.9196569898345602,0.021235298654882346
77,0.3525807220410904,1.0009604130977023,0.059973477482796696,0.923941475180955,0.019951332760836632
78,0.3533846748027776,1.0004675031370158,0.07245471139352144,0.8890426431241428,0.0023919822346048706
79,0.3596452064713886,1.0003346534008828,0.053311369040295986,0.8813401937491954,-0.026459119712236065
80,0.3947857169722264,1.002694815655895,0.026342028124907383,0.9267095378597786,0.008812363920057277
81,0.3851964139953008,1.000978543192254,0.09205587845439257,0.9027187589025348,0.007381170530978093
82,0.3770857329012724,1.0052859327985553,0.063981317693377,0.870727897160981,-0.0182693353014179
83,0.33974210545208056,1.0001635871194696,0.06665038504226839,0.8740041704563944,-0.007226241280654476
84,0.39376929019066803,1.0005180768031063,0.05432516246124086,0.8722401862809919,-0.0033894024814450693
85,0.3750508258640932,1.0005544677668554,0.03473573013896525,0.8849276840941555,0.0037064252482770237
86,0.4071881590006798,1.0012074112944467,0.01634403528489958,0.9270818179580426,0.0036356331224747834
87,0.40683746685968236,1.0014791498633837,0.031406173686962635,0.9290681227822333,0.02221572737496146
88,0.37987051958513124,1.0004476786507093,0.030660423971147207,0.9199123149690056,-0.003065112745963158
89,0.4090105455773644,1.0004984981497353,0.06410525119213029,0.9103071108432692,0.01696401441744696
90,0.3716285463960309,1.000390445198761,0.0980565238104081,0.9166778957284099,0.011086053487933699
91,0.3932240071181084,1.0026305763911216,0.04556191911072105,0.8931680089693698,0.009324857446732681
92,0.369804559690124,1.0008378387914159,0.06469683236740355,0.9179325072117008,-0.004671502771088472
93,0.36045360069427074,1.0003294678186532,0.04812663777057535,0.8594030249865263,0.006682467974670501
94,0.3733831081384416,1.000182412192742,0.08134844516306795,0.8775979895910397,-0.00343752560267407
95,0.36570301065777466,1.0006836724194559,0.048656061413009606,0.9103691684105035,-0.0038858508692289815
96,0.4145230257575566,1.0005027990240667,0.03712508652248436,0.9191637756481985,0.01870829202065852
97,0.40528055098980914,1.0000789824655762,0.05449480901873205,0.9154026453499774,0.01721103172555012
98,0.3571887231487685,1.000580799379676,0.03798573490965306,0.8780908895857242,-0.008836198390549154
99,0.38239458393454223,1.0002859409601947,0.01576035775014795,0.9164097584286806,0.018653893819286692
100,0.3657729688758905,1.0007248506827153,0.05505488985613116,0.8971255373224609,-0.001500848206955319
101,0.388078722338584,1.0008139249596402,0.04465150645926341,0.9196115619281436,0.03644711262032503
102,0.3556873763294882,1.0021401299852797,0.050052051778175954,0.908047512084272,0.012868622147338762
103,0.3911846277226875,1.0028468733495275,0.03477802307787137,0.8633179983615604,-0.0002597193657801382
104,0.3741982783869367,1.0023804324240035,0.021929785322789996,0.9074250875922285,-0.0020161687269513303
105,0.3865532923286738,1.0016679855372495,0.03218291071850699,0.9003114087466985,0.010025316173879731
106,0.3660127596030097,1.0010910748404842,0.02439552049791916,0.8959435043660867,-0.0015062377805739923
107,0.36895309505777696,1.0044318751376802,0.09979572649252288,0.909411054917714,-0.007512300276543186
108,0.35840349928574416,1.0023421797095489,0.06413170455501449,0.8858688772042962,-0.006404424891748344
109,0.34627252535884157,1.0006573311986453,0.06419788704474216,0.9006003347674453,-0.007245555886043714
110,0.36599253111120317,1.0004101640593273,0.09257181632476241,0.911186014628633,0.0035505260349117684
111,0.3831555377509925,1.0030378958152466,0.055176056530716444,0.883848396412845,-0.02010141214079801
112,0.3755083741240496,1.0039839994778186,0.028972291860460245,0.8959797645239619,-0.009928783602663806
113,0.3848357658561591,1.001284361070405,0.0836572481470488,0.903837626547126,0.0037019889962107352
114,0.35692038105893853,1.00122560343617,0.021095495264674913,0.9091408609431415,-0.0021107030367840994
115,0.38497183839461363,1.0014392481354288,0.05199200935578486,0.9028298438518669,0.01877854237691523
116,0.3892876967166194,1.004128476691776,0.043095546868387125,0.9360625914796504,0.024633906944141058
117,0.38175009138752536,1.0015065836733636,0.01625216597245327,0.9096572215465879,0.015452502204343533
118,0.3566570992852941,1.0003443856718246,0.045805720653056874,0.8824759412683504,0.004668537485700198
119,0.35871392789527873,1.0002503191240424,0.07495214671721051,0.9235581667700654,0.013134581077873693
120,0.37330543312931863,1.0002451839506972,0.034530944993200315,0.9027647402037767,0.014505649607426221
121,0.3686680910063277,1.0002129265994897,0.1001749252655193,0.8824032657429115,0.018449823237987772
122,0.38272960073848583,1.0002295423297418,0.043378450583785526,0.9061019037038962,-0.008802262520732664
123,0.35829578300409615,1.0014509564152083,0.05252587448120538,0.8840094025762091,-0.009153923725747705
124,0.3702484574898125,1.0025311614403927,0.029315583765363588,0.8809692468845397,0.0019175535231483868
125,0.39302161437476535,1.0008161072487172,0.04193590416013126,0.9003460604549426,0.004552885816557282
126,0.37958953564649656,1.0043770482804788,0.06389678984651725,0.8831518119482292,-0.0008952270667439521
127,0.3696589409276224,1.0015045667063944,0.06805736495105473,0.9027128743137643,0.004412464966294495
128,0.3718034031028495,1.0000158137248436,0.027163932202076243,0.9220246960639377,0.016602524234806067
129,0.388307599055172,1.000951826744239,0.05074669570879609,0.8910452954949865,-0.002781822098986067
130,0.35857190407991385,1.0022787492900216,0.04170220849417116,0.8844864523527586,-0.005977194054378742
131,0.3450140183461239,1.0000071871306384,0.05218492465224856,0.9167845844177874,-0.0036131739687854
132,0.40000564488206936,1.0006009159747784,0.07834817713740572,0.9057131017162766,0.0010769263435315727
133,0.3840993619424206,1.0011185257833042,0.07311721223896228,0.9368007285974093,0.02239853442993885
134,0.3804241618238728,1.0000928837335117,0.06292446611323045,0.8955162443101121,0.0009245974829368491
135,0.38001348626720444,1.0000011802807143,0.11512790886389682,0.9069574386777453,-0.014622746911995697
136,0.3728833174992639,1.0022575263869618,0.05677597417720292,0.9200401088539767,0.012638371912291496
137,0.3479775999783479,1.000463258174229,0.03954933713725639,0.8935502064728682,0.0027849364781679297
138,0.38358381157962096,1.0042562658645886,0.04915168849867646,0.8869737393249829,0.001941889214360585
139,0.38193470049372746,1.000415615585933,0.033052204740568136,0.9213864892594054,-0.005991813615676576
140,0.37816706716409837,1.0014756821057758,0.06293821796564414,0.8896488356863086,0.010861860392471662
141,0.3630974021868312,1.0011316433848878,0.11246702478865923,0.9192628974834242,0.01698791606393421
142,0.3754994846942169,1.0020912975457357,0.014787693992386776,0.8794457548871907,-0.010131477160868969
143,0.36998469860115263,1.001305401277997,0.05065101808667549,0.9171870271833034,0.02246522410601495
144,0.4184008911208665,1.001596956377711,0.06566424996283926,0.9185090312187395,0.004349878601316988
145,0.3662440630386026,1.0011558060344596,0.08216545984975408,0.8908623288658402,-0.001178198762529579
