,sem_knn_res
355,-0.971888345726916
356,1.4586626893986718
357,-0.7936767879767747
358,0.40990890397661783
359,-0.8320867785412469
360,-1.6072764834088307
361,-0.6642913533297929
362,1.0237217252514335
363,-0.7576546858408307
364,-0.5198048920903898
365,-1.3713722592027449
366,-0.42744106968114537
367,-1.236343801497445
368,2.5397069462961945
369,2.70821527431979
370,-0.9808296069109427
371,-0.7884130995426218
372,0.36691382589860533
373,-1.225153820755624
374,-1.6751912916345657
375,-2.973238279584584
376,0.7126322277703113
377,-0.29077426501199366
378,-0.969321623323382
379,1.5373945817824501
380,-1.5289029082894428
381,1.4724943880316275
382,1.3273532399951338
383,-1.1419160408211755
384,1.3844707128205727
385,-1.960349881212903
386,-2.568416856235114
387,1.671919145009208
388,2.056616387217756
389,0.47111649303515424
390,-0.4946235412298185
391,2.9228985271256676
392,1.2109617078440593
393,0.7665467797400728
394,0.1746104207992265
395,-0.5340506783100618
396,-0.07856649235468327
397,0.73805369580329
398,1.6332902262887734
399,-0.5251108388230115
400,-1.6210902632873552
401,1.9443072230700225
402,-1.1245628968127506
403,-1.4582290579015253
404,2.6265223035181644
405,-1.291865846571939
406,0.5935574480373934
407,1.8500940975064912
408,1.156881788600425
409,0.6938536195661247
410,-1.0117029871330392
411,0.876798286658542
412,0.3873036408126901
413,-0.6849076702676862
414,1.5114981715552083
415,0.04837390770934524
416,0.6674155486048509
417,-1.3064632425105336
418,1.7819273756085112
419,-0.8924237363764185
420,-0.5962617880437604
421,-0.2898636367045733
422,0.5080296384372905
423,-1.2119413487438475
424,-2.2679417745657506
425,-2.6887486267600833
426,-0.3476607418063984
427,-2.304783070065362
428,0.9975965282761331
429,0.29929637940856013
430,1.2627162433427799
431,0.8475500170836652
432,-0.5412514065716991
433,-1.5795006442922195
434,2.502090403950212
435,0.36474276844719744
436,2.0900832846229815
437,0.1227058535577562
438,-1.5817954509073227
439,-0.3837513374642595
440,-0.9939769856615179
441,-0.6750685909802633
442,-1.5192945916187175
443,-3.9445942624493004
444,-0.4001991638120459
445,1.9785067286278384
446,-0.8685317966919639
447,0.5721883681117093
448,-1.504210822372258
449,1.0327240004233187
450,0.1454646797605097
451,-1.9041190149883345
452,-0.34957333322951156
453,-0.8990760504857169
454,1.927376524010172
455,1.8035078482591271
456,0.39081436332336295
457,1.3403311958893376
458,-1.8315420756777359
459,2.409184156331456
460,0.600415165996186
461,2.4703839838132073
462,-0.5507066625964653
463,1.7485739571653824
464,-1.1615510364600863
465,1.11204288167317
466,-1.0191404664472465
467,-1.073328033200001
468,0.23664639406090082
469,1.453536219426465
470,-1.8080567932417937
471,2.068082934425332
472,0.45223037671762034
473,-0.1550619637780919
474,1.7108245299700622
475,-0.26283899110733255
476,0.09002788949810547
477,-0.29703560488672687
478,1.1216229115253282
479,-1.7644547282688463
480,0.3486424326360468
481,-0.19067032950935225
482,-0.01797247870789942
483,1.2477326259748112
484,-0.5263653217050885
485,-0.9349813517625236
486,-0.10478357807043359
487,-0.6060836847448161
488,1.431885647115933
489,3.242615195104235
490,-0.06882419369834691
491,-0.2249011430100274
492,-0.31403770934197994
493,-0.009324739005302729
494,0.26580259874714907
495,1.467359562424216
496,2.648902700946171
497,-0.6106014182866725
498,-0.6090680036037911
499,-0.16535405252526603
500,-1.0174564890460447
501,0.5490290405120728
502,2.4894188806218143
503,1.2914917464317373
504,0.6168226695597896
505,0.27094276304602316
506,0.09695146276947597
507,0.7962268774104402
508,-0.3474955659191051
509,1.1438741603976914
510,-0.5915506906403472
511,-0.3152726849787969
512,-0.11152462074845171
513,0.43790038037027945
514,0.4538637665085188
515,1.3924793167267773
516,1.488922215939239
517,-0.1612096389653861
518,-1.3694366733779344
519,-1.0067201147634153
520,0.8650367002652335
521,-0.7947263771323997
522,-1.4756257821536347
523,3.7106303087252264
524,0.6123094166806016
525,4.311124426707221
526,-0.6840484022723909
527,0.6191678393140982
528,-0.7634249522166308
529,0.5119725885978881
530,0.9810643774063523
531,0.726093326134607
532,-0.10836926486023235
533,0.17111892088306968
534,1.035118638579821
535,-0.6303320776998105
536,-1.5959111239661852
537,0.4878815805064033
538,-0.8633625974367157
539,0.9071707893299517
540,-0.5387900024998445
541,-1.3204306510137822
542,-0.31475882889054896
543,-0.9526577607890603
544,-2.6882011932053103
545,-0.1849431476931605
546,0.8568579493996616
547,-1.58292623989471
548,1.2504076462545886
549,-1.6883624976153466
550,0.2924689069834234
551,-0.11406514300631132
552,-1.047107764612378
553,0.30893911217505066
554,0.14333962533683509
555,0.16762133333766938
556,-2.4226786969767145
557,-1.264650716232684
558,0.15348319493406937
559,-1.4453281375042906
560,0.4307721142906724
561,-0.5235412279778185
562,-0.6183169785319542
563,-1.01217049206567
564,1.1479507745393949
565,0.8163601602589805
566,3.406177858074316
567,-0.28286758527742695
568,0.25199273675729583
569,0.4697059984962124
570,0.7159142608654632
571,1.7048299722870999
572,0.35646685408345613
573,-0.33966711773385105
574,-0.10539896372048063
575,0.9713184388695631
576,0.5861076403047567
577,0.1592569032989103
578,-1.0200722358860068
579,3.151857969335021
580,0.20467821847620032
581,-0.2362370543353152
582,0.27207946385115644
583,-1.2745212320285784
584,-3.0625030786251872
585,-1.7076726633095145
586,0.8672531033791383
587,2.6931911141814235
588,-0.8773322825710996
589,1.7331832176875759
590,0.6439734889653788
591,0.8828131069326242
592,0.17974795582485115
593,2.1475211106728116
594,0.8229761782777565
595,3.3274393760322774
596,-0.7898233121080466
597,-1.114241226197362
598,-1.591938854326677
599,-0.7720644004423148
600,-0.8257312310887864
601,-0.18605369373401248
602,-4.13180053989954
603,-2.5015492690252934
604,4.438906815727125
605,-0.8655496123905041
606,2.6153509741989103
607,0.8720164383407154
608,-1.8318943283444318
609,2.5340391270801264
610,0.49679095440255927
611,-0.2625652626395665
612,-1.7289679782738119
613,0.5668341301090358
614,0.7947808848121771
615,-1.93480019498317
616,1.0755640065457281
617,0.9233303108462594
618,0.7482777487264656
619,1.0213271384828677
620,0.9893796087288611
621,0.11573825168445886
622,0.8340514752324445
623,-0.6687174170599852
624,0.09537855381029273
625,1.373143185643806
626,-0.6875818952790894
627,0.0284137888627512
628,-2.5742800594705626
629,1.1655154852529308
630,1.708398565280092
631,0.11073021497080782
632,0.796776823005215
633,1.181561297211743
634,-0.916138494847054
635,0.21842510982356234
636,0.6444669728396488
637,1.5008447676823407
638,2.032418878646563
639,1.2865250800325445
640,-3.000646178456233
641,1.6261196520363852
642,5.416422040301226
643,-0.8088437497561685
644,0.48624022706826264
645,1.1615634219700812
646,-0.6138056301454693
647,-0.16407500883843218
648,-0.7123449937188082
649,-0.551389018806848
650,-1.1022041723419973
651,-0.2326014412006414
652,-0.047959580462385354
653,1.7894522657313705
654,-1.233981336887148
655,-0.8061185557434898
656,-0.5374741882071487
657,1.1552862583814365
658,-0.35644084608854265
659,-1.7306065751070574
660,-1.490459878274295
661,0.8156295084422969
662,-0.0076320881348847305
663,0.41701929630857776
664,-1.6233307868998341
665,0.19937869608393682
666,1.0535661234890674
667,0.07110033222294299
668,1.1948463494297992
669,0.09085285645664654
670,-1.508997549713801
671,1.8325536656851527
672,0.5149508738411945
673,1.5406602152417008
674,-0.5714977987620398
675,0.7789917459364822
676,-0.2318309748858693
677,-0.6393672042810735
678,-2.1638097086697807
679,-1.1640470190426697
680,7.0711477597080945
681,-3.2588294089207612
682,-0.9579393424860154
683,1.2495396410081938
684,1.746404344644134
685,-2.057418909619564
686,-0.6338770588597304
687,0.4721394132543768
688,3.884242881244353
689,0.08101388414998123
690,1.17885162651683
691,0.8353895450530857
692,-0.3367497181960677
693,2.125490769648901
694,-0.8952386316715474
695,-0.26750904651858454
696,-0.1717502174940322
697,0.49744278233358397
698,0.1946862880288433
699,1.969153925607408
700,-0.22091941247719588
701,0.38124134767777484
702,-2.627966379611107
703,0.9511275181348497
704,0.05692161068869567
705,0.29870850642175034
706,0.718406793468036
707,2.4194139776799464
708,1.216608168563104
709,0.1400841894843854
710,-0.08085366104859992
711,0.00537739942011517
712,0.7542577716446637
713,-1.228452015114569
714,0.5350025686634274
715,-0.11846972399493799
716,-0.3159537759226156
717,-1.2841141810293353
718,-0.9551370624962997
719,0.7822877686463154
720,3.1932670408418473
721,2.587458057160489
722,-1.2762530923474975
723,-1.0909681783266463
724,-3.748016182707877
725,3.2352655502562535
726,-0.18267243726066895
727,-0.5153041080753358
728,-0.0056308833704723504
729,1.0844345850825434
730,1.9398805546055116
731,0.45678932826784546
732,0.33111637664424687
733,1.9379156621447113
734,0.02570445574753566
735,-0.7351284265754299
736,-0.24062204829487932
737,0.7287645927688808
738,-3.235145894379701
739,-0.8441608247168523
740,1.456096413975869
741,-1.0792085559525024
742,-0.28277552292554387
743,-0.010425836471536998
744,-0.8462869085302351
745,1.0801129249037253
746,-1.1673210462324888
747,-0.03104099734573007
748,-1.2727023112849607
749,-1.3886468363956328
750,0.1757283576783717
751,-0.31785629109731994
752,-0.9813649255679555
753,1.949477264254309
754,0.5193212019287342
755,0.961371807324184
756,-2.6457411019656134
757,-1.5587806266923525
758,-1.273940944992733
759,1.5840297474469511
760,2.7911293700570696
761,-0.5535373016346914
762,-1.981688566719392
763,0.2377465469623965
764,-0.6868564172269085
765,1.8665352408019509
766,2.6559339966839373
767,-1.4008423742191922
768,1.6678764961985337
769,1.4630024991963142
770,-0.37872217996344004
771,-0.6598279295408955
772,1.4532090157014923
773,0.12563296454866868
774,-0.723740684771478
775,0.14626524339663827
776,0.7734544972624273
777,-0.7912072431472152
778,0.23570846056986725
779,-0.14445551731640868
780,-0.15649319039919596
781,1.0888498369463868
782,1.231849496168337
783,1.0004056176408958
784,0.5021727976854675
785,-0.24129018643273514
786,1.7195744602506329
787,0.599539962553856
788,-0.422581214719709
789,1.4343623705690303
790,-0.08068750672033387
791,-1.1050076415682226
792,0.5147665497074176
793,-1.0417962605281188
794,-0.8465564122939582
795,1.224492409002059
796,3.352560118691956
797,-2.5588058186884934
798,-1.1315993463437266
799,0.3174788141247526
800,-6.742274640023926
801,-2.813342697211862
802,0.06999536131170908
803,1.1907966544248116
804,-1.7315224302951635
805,2.7444291945195367
806,-0.4408060834176496
807,-2.3134780880038264
808,1.076531954399522
809,-0.40859364216206207
810,0.7746530409818183
811,0.9250853651521405
812,1.1370454632470695
813,-0.7054099877800303
814,-0.04427106895313826
815,0.3775473449554869
816,0.16472152548845193
817,1.1372575338774515
818,-1.0414326657669242
819,1.5645771689047374
820,0.7266121602733414
821,0.13847001479010118
822,-0.5539640676753327
823,1.9816328881953627
824,-0.039371478648149605
825,-0.897427838626852
826,0.7735229342959116
827,0.3442634452559261
828,2.1546950939266765
829,0.47559216803657145
830,-0.2286613813741739
831,3.036090638610276
832,-1.311745348583064
833,0.5018681919935294
834,-1.4013593913569529
835,1.0244673342478838
836,-1.2681884727147206
837,-0.7715836477161159
838,0.45940650996884297
839,-2.347530518470709
840,0.8387275112748239
841,2.5364015294141087
842,-0.8633565075619948
843,-1.4338561474272482
844,-1.5356567213985208
845,-0.35436631079361935
846,-1.223130594977984
847,-1.372164307686821
848,1.4536864366569922
849,-0.8709581174697925
850,-0.6243666163715189
851,-0.39447054010105853
852,1.366581298721625
853,-1.113071866036841
854,1.236128016522904
855,0.18837442911739335
856,0.1430176169442386
857,2.418371574473824
858,-0.29568751869407456
859,1.1498883453023439
860,-0.43340033284238433
861,-0.757589993299675
862,-0.11175292005608706
863,-0.7875128080679923
864,-1.6879143225937845
865,0.03138972951646335
866,1.3966546453519388
867,0.6246880769822466
868,0.012399960285482403
869,-1.3045623694232487
870,0.21753244128928872
871,1.436550360089882
872,-1.349569713840875
873,2.4305494853936125
874,1.9002976781389247
875,-1.2499866299995508
876,3.009857553116799
877,-0.7339315142010918
878,-0.2862867229763078
879,-1.039639078612945
880,3.303750090912162
881,-0.4516421351505585
882,-1.4454433307218206
883,1.001127399089666
884,2.4145970215977135
885,0.3164392924886226
886,1.7501406182144026
887,1.244016839280013
888,0.04441704374597899
889,-0.5794565603315893
890,1.4889603033672865
891,-1.891736252750667
892,0.8750014837811064
893,-0.11570691465463412
894,0.5837568019204309
895,-1.7204249911387235
896,0.3818485227213112
897,-1.6505764293921668
898,-0.812252161567985
899,0.3048058098188004
900,-0.5513973245301369
901,-1.3741966979328315
902,0.23157678965957001
903,-0.09322064094731125
904,-0.6942584016538591
905,-0.3819105116525947
906,-0.7593125051397761
907,1.4284510354171087
908,-0.09236377843224464
909,-1.5999073875014518
910,-0.4618504054993948
911,-0.6958991532089511
912,-1.2185143546959094
913,0.035428184044349664
914,-0.4507342344043238
915,-0.37943517047820097
916,0.07829748376952088
917,1.4048660466085612
918,-2.600951309694163
919,1.3126366316945586
920,1.048527695067225
921,0.5673956773929335
922,1.9280650934300771
923,-1.3137050245000546
924,0.7789070342796409
925,0.7312478249011932
926,-1.1840349733456508
927,0.03419071266658067
928,0.03486624967617601
929,-1.562356051903396
930,-0.13154174629315923
931,0.43717167690909436
932,-1.2139860085519778
933,0.13892957865667763
934,-1.536831549964382
935,-1.23668440276133
936,-0.8866950242242952
937,-1.7159411870756458
938,-0.5090146484382755
939,0.07447768648130426
940,0.3182260107280802
941,-0.44690832422050003
942,0.5213628131468102
943,0.24555943638361413
944,0.29831149449882227
945,-0.10904830219885692
946,0.4366223411999189
947,-0.2858209655505992
948,-1.199717173343796
949,0.5862199268131731
950,0.31432082715849297
951,0.15109017484976928
952,2.6078711814458186
953,-0.35137450613257226
954,-0.8141054233436753
955,-2.939985718200155
956,-0.29328605911611483
957,-0.08667494116321922
958,-1.5444681588410225
959,0.04677391886289639
960,-0.12418473938707075
961,-4.067034202522099
962,-1.0305672422524284
963,-2.8236258274533457
964,-2.9606350842129068
965,-0.42089635603934955
966,-0.35062592969486817
967,0.5787712203050311
968,-0.1134578402351807
969,2.3765005363056626
970,0.49894096511558245
971,-0.9114586861313947
972,0.10484340679137155
973,-0.1427652211234759
974,-0.6018112055939228
975,0.642015958159783
976,-0.8576106069223282
977,-0.6291173081766992
978,0.262783540053961
979,-1.1848774271419331
980,0.9956172853227837
981,0.4685350754657909
982,1.018293237905754
983,-0.611077506499249
984,-0.3063725474826655
985,0.9040467238554609
986,1.2559350397981324
987,1.589488503989411
988,0.8792325974014136
989,0.0909118152704711
990,-1.6191810188717715
991,2.666742151649293
992,0.30206992844493685
993,5.063671249288724
994,-0.008394197167217343
995,-2.1153846681977475
996,0.7310318771140887
997,-0.018695366252258705
998,0.6481560354168818
999,0.824369505852855
1000,-0.5542868719765321
1001,0.958362084111155
1002,0.2421193433584795
1003,2.5992918751430416
1004,1.7123335266400066
1005,-0.593613868636373
1006,-1.3382483204042346
1007,-2.6956760208631505
1008,-3.284605331314214
1009,0.6510777744092433
1010,1.437417221476704
1011,-0.5377774135067352
1012,-0.20556062598870456
1013,0.3485501007680793
1014,0.29794785085410525
1015,1.0280835313045265
1016,0.9139009065172544
1017,1.4289628723767422
1018,-0.39746101686624624
1019,-0.145815189328812
1020,-0.9312272849271862
1021,-1.381236785342682
1022,-0.10535885389356581
1023,0.6188143522528797
1024,-0.3793625912610937
1025,0.3132872129647553
1026,-0.48320924450088765
1027,-0.7011100844297005
1028,-0.9443522276622501
1029,1.5640988396313997
1030,0.13439625423784807
1031,-0.08802503744987389
1032,0.4769018741211911
1033,-0.06755390004903494
1034,0.7270780651822093
1035,-0.6266568284693905
1036,1.8995982152166198
1037,-2.3391372541024653
1038,1.0544463943297773
1039,-2.6047291192948117
1040,-3.4851078264335715
1041,1.4972790312967312
1042,1.9661662915170792
1043,-0.7013157013888935
1044,3.5381135253425167
1045,-1.3473060886820087
1046,-1.536475487266639
1047,-0.6533864801906842
1048,-0.5675807153589925
1049,-1.0858077457151702
1050,0.9052088026188531
1051,0.5649964154366842
1052,0.06761312522145513
1053,-1.0926742675528631
1054,1.5119243054966418
1055,1.0481303460182767
1056,-1.0636709648821179
1057,-0.6808829815424895
1058,-0.20089704323323598
1059,0.2867694988374767
1060,-1.229939178722961
1061,-2.2623106929527106
1062,-0.356697347066223
1063,-0.3400674369561604
1064,-0.680427679966027
1065,0.9626457406514233
1066,-0.7315550172319708
1067,-1.2202951785129992
1068,-1.5151599479162274
1069,-0.26539253095259574
1070,0.24657850703687145
1071,-1.5383682014788849
1072,1.0965538740923957
1073,0.8249950213851496
1074,1.889053258940359
1075,1.2786984233037084
1076,-1.4965510247130753
1077,-2.553389247832423
1078,-1.4670685938024075
1079,0.5744529624756568
1080,-3.01704662201991
1081,-3.0942047607239207
1082,-0.08647572405040371
1083,0.38387980064771643
1084,-1.1626798593212815
1085,-0.019694202360644453
1086,0.6602254194468657
1087,-0.6674985317925263
1088,1.5933936221216993
1089,3.2760629673052755
1090,0.9175933290390916
1091,1.1880031951294128
1092,1.5146310846530366
1093,-2.130411182813989
1094,0.6763412062831895
1095,0.5687943466475274
1096,1.065744474403068
1097,0.17403969884451448
1098,-1.4543620774841712
1099,-1.181366297255802
1100,-0.28295107228828786
1101,-2.0501243897340506
1102,-0.3890601674923495
1103,0.30961166145280206
1104,-0.24778272558348202
1105,-0.3505550595733665
1106,0.5203768078913518
1107,-0.5000904722430239
1108,1.6106510984636213
1109,-0.7626834452184778
1110,1.4733683893520024
1111,-0.7116829778964289
1112,-1.2957549499721726
1113,0.5885123734586628
1114,3.050699207683517
1115,-2.0207143330787805
1116,-0.7144705343583175
1117,0.5350282233950089
1118,-0.05349533520156097
1119,-3.8286593191639566
1120,1.870199705224546
1121,-1.9384957052660616
1122,-2.0607360530761794
1123,0.036257571686654666
1124,-1.846518730997211
1125,2.8953364550076324
1126,-1.8093066909119775
1127,-0.18815576436481374
1128,-1.8513974323012372
1129,-1.8814205832206705
1130,-0.07225651759406548
1131,3.0797678719892385
1132,-0.5873862321309762
1133,-0.2032565065949568
1134,0.9264003825693394
1135,-1.7477277879585809
1136,-0.38552858156527375
1137,-1.611937046686645
1138,-1.1161330198886752
1139,-0.4854838738332453
1140,-0.2622367603905783
1141,0.7578353523869444
1142,-2.0187956072961155
1143,-1.0607350712551749
1144,0.7869354883765617
1145,-0.24093069811589707
1146,0.9778610634735321
1147,1.5445588642277557
1148,0.18966366651007377
1149,0.07529036969929775
1150,2.0484804022841354
1151,4.532792661523713
1152,-1.0558856089374657
1153,1.598016515237453
1154,1.9112241313108966
1155,-4.570420627081299
1156,3.177481828405188
1157,3.2178468254314536
1158,-1.5485773207861724
1159,-0.4004782409538965
1160,-2.5744417209425294
1161,1.0214533255759721
1162,-2.841496229164045
1163,-0.12221905414642331
1164,-1.6171797365075158
1165,3.7906060635876844
1166,0.919449207598403
1167,2.6812941485712924
1168,-0.7738824021946326
1169,-1.9331154247985571
1170,-3.7498961456925635
1171,2.1931461285819815
1172,-2.106891423720915
1173,0.8312317942245091
1174,-1.5744904674869757
1175,0.21320160194216684
1176,0.6964700737130427
1177,-0.908959068524524
1178,0.01852125275774319
1179,0.4718339189337968
1180,0.16685831137369922
1181,0.5544480729210115
1182,0.09462316432595164
1183,-1.911960931490624
1184,-0.426871461830697
1185,0.005281453990721968
1186,0.1815858003924447
1187,0.7900065052841775
1188,0.5635871001875525
1189,-0.2079073175151142
1190,-2.8326985941650373
1191,1.653050138481053
1192,-0.9144832679971695
1193,-0.775481988228834
1194,0.5305209462514706
1195,1.3507279764487847
1196,0.25662916823381454
1197,-2.1698690895747337
1198,3.3178594792123386
1199,1.4435939997667304
1200,0.6647013788219915
1201,0.45724226526586187
1202,-4.6537837831221935
1203,-0.04508647928229059
1204,-1.8075524813448107
1205,-1.1340002729669327
1206,-0.90885465867197
1207,1.8165714368330796
1208,2.6795197565661084
1209,2.187457189797753
1210,1.7821081824813607
1211,0.02860719601363404
1212,1.8192665740601552
